date,energy_yield_kWh,peak_pv_power_W,delta_std,max_delta_hour,morning_afternoon_ratio,mpp1_a_std,mpp2_a_std,mpp1_v_std,mpp2_v_std
2023-03-04,0.08848063765310875,0.12423189117251363,0.08735039508076602,0.7777777777777778,0.09165351150952485,0.13248177116686766,0.11273337399467163,0.9545145751326576,0.6237497583213223
2023-03-05,0.05935716843000169,0.08720607101516499,0.057832332188400046,0.6666666666666666,0.15402364145167577,0.10492221227762619,0.08950170348997442,0.9459140119919686,0.5341243058847657
2023-03-06,0.1891281746564348,0.3536256584143423,0.28110661938434156,0.7222222222222222,0.11244983046602644,0.28841711325492647,0.2335705889076453,0.9549427369238921,0.8026129607921185
2023-03-07,0.31535516648663736,0.45116544479656645,0.4562455197060435,0.8888888888888888,0.06667029334864831,0.4088914079222346,0.3283182182459505,0.961301798510651,0.8882160762455633
2023-03-08,0.06739908908837501,0.07385072620498428,0.08811528006456706,0.9444444444444444,0.07176592332295585,0.1063286786770845,0.08730301583294298,0.9478133246430547,0.521783243254049
2023-03-09,0.21107295936510156,0.3479369409017799,0.3460312028203319,0.6666666666666666,0.03747797434916737,0.27987782608368705,0.2589487991829062,0.9479269048117597,0.7509947733762615
2023-03-10,0.3835564758948235,0.8756902504861198,0.7752898931730497,0.7222222222222222,0.09002469799481994,0.5202551107829582,0.517128776007159,0.9577795847890136,0.8972317333870159
2023-03-11,0.26066275416829576,0.42943186064500577,0.3365395112137733,0.7222222222222222,0.10653990672668084,0.3211013033770211,0.28566209611564747,0.9777964514870015,0.900104910182857
2023-03-12,0.17057958709949966,0.21765992136307521,0.19215554051878597,0.8333333333333334,0.10839174023002206,0.21503363620463484,0.17547759351536127,0.9667765318134466,0.8282714692920647
2023-03-13,0.39209197013438657,0.5089742735365876,0.48593462656256764,0.8888888888888888,0.03772305884851682,0.4940955839579274,0.4242409250665481,0.9570615718140464,0.9027896073027278
2023-03-14,0.32187218527481276,0.47347273935336665,0.4182966613964897,0.5555555555555556,0.11056026183953511,0.3984699152983187,0.3826187866061657,0.9648932133662672,0.8617925985923035
2023-03-15,0.3194594561793859,0.5861741180838314,0.41725351956721957,0.6111111111111112,0.1324710320605957,0.38068684272645803,0.4143441071119776,0.9629111068413068,0.8937400196620072
2023-03-16,0.8691319990155287,0.9363758789579913,0.6028027565143362,0.8888888888888888,0.06786615237044613,0.9260420547969557,0.9092652176455264,0.9649996414326178,0.9359154741961353
2023-03-17,0.6919969297461634,0.8277312717148343,0.5140347967451142,0.6111111111111112,0.07482810261433873,0.7457828419868082,0.7256889619198427,0.9627092091651408,0.9526537968224469
2023-03-18,0.7739067476573291,0.8875502312766634,0.5532797651497474,0.8888888888888888,0.06468816039556516,0.7935496888877083,0.8672672271362724,0.9611584085708434,0.9277482824811005
2023-03-19,0.3374433566978867,0.6558137857210881,0.47727542727840955,0.7222222222222222,0.020674573692261274,0.48485570169951625,0.4271896723194614,0.9551019509686708,0.8298477394982633
