date,energy_yield_kWh,peak_pv_power_W,delta_std,max_delta_hour,morning_afternoon_ratio,mpp1_a_std,mpp2_a_std,mpp1_v_std,mpp2_v_std
2023-03-01,0.7372878096853799,0.8673828881748719,0.482380802100488,0.4444444444444444,0.11584112922693944,0.8255420958048927,0.8373934633188328,0.9396719112167234,0.9633646874594771
2023-03-02,0.72401607300995,0.8636649182985239,0.47101235172498107,0.4444444444444444,0.12028540426900465,0.8163066687346394,0.8320280329079107,0.9469482116554279,0.9408091842471537
2023-03-03,0.636176728263565,0.8118932331435795,0.47255586348223333,0.5,0.11034405658593605,0.7495578861060185,0.7589788332712465,0.8355539126244019,0.9012189688750446
2023-03-04,0.05935363024558855,0.08676303969615672,0.06394647970601099,0.5555555555555556,0.09427827007053363,0.08677839099232622,0.09281563090623086,0.58497124270962,0.20595648527370353
2023-03-05,0.07176372529144741,0.12153935874583686,0.12294153639656875,0.6666666666666666,0.17753166212143115,0.10308732499872354,0.10584605049842108,0.5109922200363625,0.41421156346898397
2023-03-06,0.1721251332801539,0.253336897981807,0.13940857692120692,0.5555555555555556,0.0944700709141999,0.19831118084287516,0.20221062105075352,0.8566094494482738,0.732592030546154
2023-03-07,0.2489033285760178,0.4331451809852398,0.36474296574560067,0.6666666666666666,0.12401452749429924,0.29759969402194675,0.3092429781181118,0.7946098633625633,0.7951343491806137
2023-03-08,0.06968079936754262,0.10806801242526137,0.06977098909776387,0.9444444444444444,0.060348695484331985,0.09627053436205231,0.09958598812491846,0.4092606691795273,0.21499179397950335
2023-03-09,0.3108702756029032,0.5920932419514048,0.4400834528687377,0.6666666666666666,0.04045292045503386,0.39823967139648336,0.40523029997028726,0.8557482212182674,0.756166278366286
2023-03-10,0.34312774660896056,0.6133499050934585,0.4194706937881309,0.7222222222222222,0.13469193358474835,0.42720868486760594,0.42588174144562013,0.8634454285938247,0.8473485997976541
2023-03-11,0.26491227939373196,0.38850783429366803,0.2842132384419366,0.8333333333333334,0.11816417450878552,0.3043057904847519,0.3078912173661089,0.9101403089846322,0.895126476409916
2023-03-12,0.16057482795727654,0.20302606626954348,0.18415246769558663,0.8333333333333334,0.14216028179001428,0.18122973949004784,0.18166533239760888,0.860587827168564,0.7527555959204514
2023-03-13,0.30700614022477957,0.495577893426204,0.4658819532353883,0.5,0.06684864403427264,0.37755200425803864,0.3897924645233125,0.779333842762098,0.8179105315670171
2023-03-14,0.24906921852019148,0.5182186306856625,0.42756830161597,0.5555555555555556,0.1576777939631051,0.3563671360204392,0.358570822228791,0.7485422827899489,0.6709969198238095
2023-03-15,0.4481938631615638,0.7915319432687085,0.4876627769610835,0.5,0.2712699614367213,0.5434461439081297,0.5638354942452012,0.9332944853012181,0.8867175029350854
2023-03-16,0.7878626090222819,0.946836322581707,0.6178650009753092,0.5,0.10367998105556775,0.926765594608123,0.9286405279935994,0.875765542995251,0.9202401966766895
2023-03-17,0.6961877372469714,0.8911772726079747,0.5311179332707269,0.4444444444444444,0.11534321118856652,0.791255164610645,0.7869417383784785,0.9138093080196507,0.9096674535715854
2023-03-18,0.6943628516581213,0.860526129659195,0.46725096769981267,0.8888888888888888,0.09580562815762243,0.8310746965432345,0.8352552629023733,0.8047530545834543,0.8728272567122063
2023-03-19,0.2177540913847598,0.4456408159960783,0.27326027578970796,0.7777777777777778,0.027747087684948324,0.2905753618912669,0.2978784813582172,0.7713623987730885,0.674718783734003
2023-03-20,0.27388498327668215,0.6478682171404728,0.4653538730062657,0.5555555555555556,0.27570574209347054,0.3901160135547126,0.391875784807109,0.7690768527908608,0.737727729287181
2023-03-21,0.6330339225274358,0.8819620631841356,0.5634070735923085,0.5555555555555556,0.09125881864501562,0.8477591348083376,0.8480714094755777,0.8327546425973128,0.8165608409437355
2023-03-22,0.7641626540620933,0.8819894653071774,0.4850651712406247,0.4444444444444444,0.13635287751239633,0.8795583740101864,0.8826887366214861,0.9246901627979816,0.8512496970379805
2023-03-23,0.21695876965675584,0.2529746205628912,0.155543712126154,0.5,0.0889573962449842,0.23726575264850966,0.23612021149082596,0.8313935375841683,0.8214143762258815
2023-03-24,0.185367287551621,0.29173047520886336,0.19239256209512026,0.6111111111111112,0.0580623095045177,0.23968744310842394,0.23944185019796646,0.742227920714932,0.6560251278154432
2023-03-25,0.46341904862940747,0.5726126456349441,0.5503963822257641,0.7777777777777778,0.1519478955549884,0.5078234018265948,0.503285461945741,0.7935528081887642,0.8766643762643436
2023-03-26,0.25047328839998656,0.411853820349724,0.3180920150089605,0.6666666666666666,0.013229468457777092,0.331886823343395,0.3446079706388889,0.5929327416994621,0.6120896145975526
2023-03-27,0.4327830420961696,0.7729619337357947,0.72883322651884,0.5555555555555556,0.08654475501320748,0.5558427842601407,0.5614127429339922,0.7259542583879556,0.7710807207828482
2023-03-28,0.748214347172503,0.8705234561728398,0.5176037168438727,0.4444444444444444,0.1170168542317013,0.7503006385228101,0.7442162163451537,0.9568640990291403,0.9663973559123259
2023-03-29,0.29522717253956343,0.34657404511830736,0.19436855768715117,0.8888888888888888,0.06622562464464735,0.3029713879490017,0.31499871484554764,0.9283595893134037,0.8557710147406725
2023-03-30,0.13962162325577154,0.22400639501494884,0.16936915414062542,0.7777777777777778,0.04269048626463203,0.15951226006872105,0.1723909009464796,0.5933245493696715,0.526945337181863
