PV(W)_sum,PV(W)_mean,PV(W)_std,PV(W)_max,Battery(W)_mean,SOC(%)_mean,Load(W)_mean,Difference_mean,Difference_std,Difference_min,diff_mean_30d_avg,cluster,cluster_proba_0,cluster_proba_1,cluster_proba_2
0.8742887591599343,0.8742887591599343,0.863210946175559,0.9062799043090504,0.2110964643914995,0.7272475466919912,0.2418751295565582,0.1286386940930969,0.8542649454362895,0.1019386445721206,0.2877940848997398,0,1.0,0.0,0.0
0.8733633025290857,0.8733633025290858,0.882853476052358,0.9153500153779224,0.4301717607206,0.7918249446027225,0.1855803275600559,0.1302916319723212,0.8740202914904562,0.0958770827841186,0.2558464910825707,0,1.0,0.0,0.0
0.7345962732352238,0.7345962732352238,0.6997674412690695,0.7351115849396782,0.4740715135937562,0.81315289648623,0.2093164827043003,0.2759188158888895,0.6835067230646799,0.2803177686780702,0.2409953432400777,0,1.0,0.0,0.0
0.1705627900926002,0.1705627900926002,0.1882628350489007,0.2649366855042863,0.8947864359539238,0.5395694840139286,0.1936978408780667,0.85980089355913,0.1802327536428392,0.737622755073543,0.2783007616185845,0,1.0,5.75851549334456e-113,0.0
0.3668158328290984,0.3668158328290984,0.3668024552553302,0.4588981665418339,0.1339476692159078,0.6308958531180754,0.1789017887570506,0.6486341586293456,0.3539008611853581,0.5579334627745912,0.2943745167011135,0,1.0,0.0,0.0
0.4213018944998475,0.4213018944998475,0.4473812625424443,0.6199434166284012,0.857389224842458,0.643914213358658,0.293857365069366,0.6024545715340509,0.4281949662465707,0.3993476348028397,0.3052457699375429,0,1.0,0.0,0.0
0.3490432326475926,0.3490432326475926,0.3927888589141285,0.6071048509288014,0.1754724541733468,0.6267410572966129,0.1262378711955849,0.6714420007002058,0.3802074197825584,0.4021129820072699,0.3201966555386998,0,1.0,0.0,0.0
0.2831363472716248,0.2831363472716248,0.3115155978185875,0.4486419276224445,0.4587413604447801,0.6686451408673632,0.1958135242303222,0.7440991096551473,0.2890211049067099,0.5753870615598962,0.3389305765328859,0,1.0,8.740896634016818e-251,0.0
0.352503212892907,0.3525032128929071,0.385563142099216,0.5928035961291458,0.6739660978939616,0.634417537195315,0.1937900580075965,0.6792396633576637,0.3641046141925371,0.4268222781486931,0.3516447028540017,0,1.0,0.0,0.0
0.3928122812225607,0.3928122812225607,0.3646941895422406,0.4181420109836082,0.5076639959745747,0.5840455840455842,0.3302762655612738,0.6476289710107718,0.3342355709234078,0.6055246168355862,0.3612485490377616,0,1.0,0.0,0.0
0.3968231846218709,0.3968231846218709,0.3980892219407824,0.4915731872448853,0.3132144275089718,0.6253165558721114,0.2221700483281721,0.6396316478287501,0.36314728471691,0.5474795230967232,0.3695860079377655,0,1.0,0.0,0.0
0.1469467282910026,0.1469467282910026,0.1265726058094311,0.1340007873761242,0.5237096333956733,0.4842909148464704,0.2483494146060725,0.8877929091338902,0.0998598846943856,0.8984347846096816,0.3921433535437085,0,1.0,1.1643562784886748e-104,0.0
0.6465566399690708,0.6465566399690709,0.6479888520673461,0.7781292107976441,0.2831480697752264,0.7521367521367522,0.1926270893906144,0.3759204572329438,0.6304110544130875,0.2293902871367441,0.383511433159645,0,1.0,0.0,0.0
0.5508544213276174,0.5508544213276175,0.5354437028121302,0.7367590741217749,0.4213003532544682,0.7831592276036721,0.1882021195269551,0.4722759008138466,0.5154080485382853,0.278871584178315,0.3808541972199239,0,1.0,0.0,0.0
0.7844057812538937,0.7844057812538938,0.717070999319785,0.7868712248194508,0.5197376659372407,0.8243510604621718,0.4364348617131819,0.2207671870963908,0.7080974173483496,0.2172892474839115,0.3648766319829831,0,1.0,0.0,0.0
1.0,1.0,0.9592278226998594,0.9573466740220729,0.4628733202551081,0.8516540044317823,0.2512361070992079,0.0,0.9528713864703278,0.0501243703831128,0.3385062757951546,0,1.0,0.0,0.0
0.6775973773281628,0.6775973773281629,0.65671693150937,0.6929939189178638,0.4458052446217589,0.8344412788857234,0.1012281631641713,0.3328476737278751,0.6429563266434233,0.3243356361042929,0.3291360181682529,0,1.0,0.0,0.0
0.8867635118335273,0.8867635118335273,0.8737234919627463,0.9084600247135208,0.4915265711255313,0.8328980690091803,0.1629843874903341,0.1195164395222975,0.8626213057018992,0.1078293648565247,0.3174603648334372,0,1.0,0.0,0.0
0.7984732658958557,0.7984732658958557,0.8139142769229318,0.8870491014054602,0.4201927383431555,0.7913501107945553,0.3645247333647179,0.2070377814907673,0.8089452024123501,0.1213706050335482,0.2946028928926903,0,1.0,0.0,0.0
0.767404248177427,0.767404248177427,0.7578541659749539,0.8193338082450935,0.5452721783279713,0.7493668882557772,0.2350647346351606,0.2351088560145427,0.7517578322780032,0.1885114671876832,0.262695666636676,0,1.0,0.0,0.0
0.4845811149496706,0.4845811149496707,0.4913163413133702,0.621151976038173,0.4997264175277883,0.734528331750554,0.2397585659898942,0.5276174547524506,0.4802932079165646,0.3832314531293072,0.2634102211653815,0,1.0,0.0,0.0
0.2133274391746801,0.2133274391746802,0.1958954521427646,0.2235359775472396,0.4890576545820425,0.6859765748654638,0.1716781478411054,0.8077706554000443,0.1807473461207164,0.782210438511465,0.2675700017788095,0,1.0,8.777404178673466e-222,0.0
0.7077717632304867,0.7077717632304867,0.7217083536518433,0.8780686692496402,0.5533936494541509,0.7597340930674266,0.329534068772032,0.3016068573120658,0.710573133511681,0.13232380288821,0.2550108370841854,0,1.0,0.0,0.0
0.4869828995698335,0.4869828995698336,0.4588163123022927,0.5098457745118142,0.4991536360089453,0.7283159227603673,0.3577535519952187,0.5336001421586036,0.4382324552886874,0.5058340551462241,0.2693434766880219,0,1.0,0.0,0.0
0.6867452642683365,0.6867452642683365,0.7418181362343129,0.7657984312389655,0.4406774166441118,0.7103909465020577,0.1726568582419096,0.3188716791564184,0.7393097897805824,0.2386956544977268,0.2777951723400801,0,1.0,0.0,0.0
0.4153815035689418,0.4153815035689418,0.3968137003974946,0.4893169225812591,0.4259702611276048,0.7609211775878443,0.1382690671678412,0.6056228716167328,0.3803294989697108,0.529055193351282,0.2951007521003685,0,1.0,0.0,0.0
0.0911474880757464,0.0911474880757464,0.074271366265725,0.0787655335590087,0.7808613932289101,0.2123298512187401,0.3496331192994197,0.9497437808436934,0.0372734571141344,0.9555490548267792,0.3265936925606707,0,1.0,1.7681959952880697e-25,0.0
