PV(W)_sum,PV(W)_mean,PV(W)_std,PV(W)_max,Battery(W)_mean,SOC(%)_mean,Load(W)_mean,Difference_mean,Difference_std,Difference_min,diff_mean_30d_avg,cluster,cluster_proba_0,cluster_proba_1,cluster_proba_2
0.8613832599771082,0.8613832599771082,0.8740731053619237,0.940384760995439,0.0,0.0,0.6641924446047316,0.1467178577416594,0.8603203284137195,0.0778327134345358,0.0296899000150114,0,1.0,0.0,0.0
0.8591238030127978,0.8591238030127977,0.97587959330216,0.9892654133758078,0.0,0.0,0.6576697209860237,0.1370383941379765,0.9807780597286156,0.0216661919557219,0.0252417626912991,0,1.0,0.0,0.0
0.6576995102033676,0.6576995102033675,0.6100826329516864,0.6627336508493786,0.0,0.0,0.4552562439910753,0.3381195345388239,0.5848541605773088,0.3556287983430539,0.0373710099737844,0,1.0,0.0,0.0
0.6453220754350066,0.6453220754350065,0.5971368607825092,0.678838756424539,0.0,0.0,0.5232510299859122,0.3532725569374026,0.5737957606613971,0.3318416497299546,0.049295150989538,0,1.0,0.0,0.0
0.8377006272007709,0.8377006272007708,0.8008502816274008,0.8576690243257312,0.0,0.0,0.5757090255629321,0.1575075959117444,0.7910086385132655,0.1592584381909251,0.0459797071961109,0,1.0,0.0,0.0
1.0,1.0,1.0,0.9846783851297368,0.0,0.0,0.7106566158353153,0.0,1.0,0.0274592509489581,0.032306874694848,0,1.0,0.0,0.0
0.7689369212725427,0.7689369212725425,0.723153891728516,0.7623600539598452,0.0,0.0,0.5157323146929178,0.2288952544124333,0.7039424669031614,0.2553490322962938,0.0347300372297115,0,1.0,0.0,0.0
0.9966690060809068,0.9966690060809068,0.9669721586224116,0.9720257317701322,0.0,0.0,0.6308615857506443,0.0017302430183302,0.9641937787720224,0.0457240241975147,0.022918283070845,0,1.0,0.0,0.0
0.8427354055205242,0.8427354055205242,0.8587102461305031,0.8869304922358873,0.0,0.0,0.4556372715432903,0.1516599506647862,0.8549980444560623,0.1226293228840032,0.0209811815269201,0,1.0,0.0,0.0
0.9159738568776424,0.9159738568776422,0.930333756660048,0.9172750957250778,0.0,0.0,0.5816712713657598,0.0728450776740549,0.9355523036047216,0.0800667820277226,0.0147483290476707,0,1.0,0.0,0.0
0.9527680204989212,0.952768020498921,0.9635158241659592,1.0,0.0,0.0,0.6057740126993141,0.0478765642292769,0.9616349365712038,0.0,0.0076585548051094,0,1.0,0.0,0.0
0.9759482735997662,0.9759482735997662,0.9923582017457252,0.9600620069653428,0.0,0.0,0.5647905833701474,0.0265336701817237,0.985425872426794,0.0531438262407886,0.0,0,1.0,0.0,0.0
0.6955893809883005,0.6955893809883005,0.852197892320149,0.8230000275028156,0.0,0.0,0.4690190881365786,0.3059027498572088,0.8393356006966675,0.2027853506394771,0.0069523123458445,0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9964660720126896,0.0728698417052096,1.0,0.0468820861482702,1,1.635455447508962e-42,0.9999958897072891,4.110292710836635e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9879070379544184,0.0648251163203152,1.0,0.083657502128222,1,3.22989153684984e-36,0.9999978382482133,2.161751786708517e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9885043079646232,0.0651406473783354,1.0,0.1180082453869397,1,1.9230580934569763e-36,0.9999977113222236,2.2886777759767147e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9878718949162584,0.0643585075529919,1.0,0.1611728112174026,1,7.72692806889005e-36,0.9999978243886277,2.175611372425155e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9944403836036652,0.0707138651390439,1.0,0.1845536597015628,1,1.2087013761222403e-40,0.9999958054369518,4.194563049024394e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9875169869526016,0.064857206956514,1.0,0.2285190388695198,1,4.214674983779335e-36,0.99999776850565,2.2314943492729804e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.076742606841842,1.0,0.2812816715085199,1,2.6675223137203426e-45,0.9999902390353113,9.76096468904811e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990320738836789,0.0667866884155458,1.0,0.3230334876417702,1,2.189336022111578e-37,0.9999979200278193,2.07997218146597e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9823521906789626,0.0581169392083916,1.0,0.3295393206164461,1,2.7375640601808946e-31,0.9999991319343311,8.680656701269021e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990941129432026,0.0669538577876817,1.0,0.3511163203551469,1,1.826888961519073e-37,0.999998106488205,1.8935117932971485e-06
