energy_yield_kWh,peak_pv_power_W,delta_std,max_delta_hour,morning_afternoon_ratio,mpp1_a_std,mpp2_a_std,mpp1_v_std,mpp2_v_std,cluster
0.1726945963681684,0.2745568894598315,0.1929021004507319,0.4444444444444444,0.3075165674785963,0.2067185955716023,0.2021973738709305,0.7494064861098327,0.7473985669575238,1
0.6965283803817438,0.8110144321096656,0.5016641254629657,0.8888888888888888,0.0888558143030505,0.7553987726284147,0.7551313706497652,0.8977017366323401,0.9046938646607486,1
0.0754961393927329,0.111636155175516,0.1173645090134217,0.4444444444444444,0.3035263188856963,0.1072835034950819,0.1043429265850905,0.5162224041108449,0.4255880019328433,-1
0.3371380805784828,0.5665325695348166,0.5443082081063617,0.6666666666666666,0.0270922495282389,0.4197230688821686,0.4216043060652961,0.8217421374781861,0.7850229021893135,1
0.670860359015271,0.6998917068720945,0.5778586919267796,0.8888888888888888,0.1055732129098729,0.6803724880690019,0.6813779030472522,0.968799990023136,0.954068155110604,1
0.2333986229368463,0.2825823810261067,0.1933058499757516,0.4444444444444444,0.1220571084377674,0.2425054130980882,0.2393119854545835,0.950452039234202,0.8930484771076417,1
0.4713770405273403,0.6853845284771592,0.4614224246173576,0.4444444444444444,0.128431527258155,0.5127188747007256,0.5206006732646079,0.9431887663602148,0.9344727721642504,1
0.1321164338289066,0.2762111632305497,0.2847404175448215,0.7222222222222222,0.0854478014327541,0.1713210221602579,0.1688568620647528,0.8047187986437343,0.6174429135919075,1
0.1615282814639622,0.3127323929517409,0.2212270561791289,0.6666666666666666,0.0753269231475203,0.2142288650591382,0.2102848445281093,0.7708389602561372,0.6893792965691146,1
0.208106349900795,0.3262250973926798,0.3368904266554947,0.7777777777777778,0.1190441394159584,0.2546078304552163,0.2512109724726246,0.820192547396521,0.7900345070466339,1
0.5899878496475249,0.8068610475309752,0.5980567675950595,0.4444444444444444,0.1216950673808503,0.7003098149474173,0.7142013001644324,0.816701716666191,0.812260200660174,1
0.3155595929739251,0.4450344588063486,0.3189895171270718,0.4444444444444444,0.2159648427224119,0.3483949652648623,0.3512748521458854,0.9243329952805518,0.8728964091574514,1
0.0451952732732798,0.0684387461764742,0.0638538691506647,0.7222222222222222,0.1965983899852472,0.077044604367666,0.0746112609049337,0.4429083829344168,0.2756942921970622,1
0.2832452133511506,0.6100866596089228,0.5257212440601776,0.5555555555555556,0.1506197924417201,0.4069935319608101,0.4082955146944286,0.7499705385954163,0.7344600099457325,-1
0.1069870009271584,0.1854496382557609,0.1667192531633443,0.4444444444444444,0.3187057697739102,0.1456861627696374,0.1411811990161144,0.625479327098531,0.5323449333540503,-1
0.2232154057395635,0.4900212987643369,0.5578085964459201,0.8333333333333334,0.0241858783209309,0.3460122562565392,0.351878343941329,0.6487489832181004,0.593255112056113,-1
