energy_yield_kWh,peak_pv_power_W,delta_std,max_delta_hour,morning_afternoon_ratio,mpp1_a_std,mpp2_a_std,mpp1_v_std,mpp2_v_std,cluster
0.0079149767668913,0.0493890793756269,0.0723254727584993,0.7777777777777778,0.0,0.0218036762345831,0.0325109770038569,0.237387203173955,0.2141676728598395,1
0.057529260582085,0.1787867939855734,0.2985210226926797,0.6111111111111112,0.13461525539196,0.0965228802257191,0.1317218809329981,0.6074538958404392,0.5975256558730949,-1
0.4835731943739361,0.6643578483087265,0.5706331854049024,0.6111111111111112,0.1040919020680622,0.697835690909818,0.3009394732764667,0.8976806649920556,0.9024500459244956,-1
0.4324929401316659,0.7419409273672436,0.611673623153492,0.7777777777777778,0.2039225373616722,0.6966390452533937,0.3413485233027662,0.8906603908817823,0.8913690661577893,-1
0.2797467231646127,0.4022381162835833,0.3559963678440506,0.8888888888888888,0.1014302228874463,0.3134273373617153,0.2703259489767382,0.9247511152086484,0.8778223662364848,1
0.4477211488260925,0.6889853226248085,0.4845809830868491,0.5555555555555556,0.2038481376833046,0.5892097857910206,0.3701641582022361,0.9566409805244652,0.9199300766931768,-1
0.2337057840366157,0.395365858507911,0.4011610781449496,0.6666666666666666,0.4218859249398397,0.2379437401584017,0.3164649076839479,0.8908121145787896,0.8973306668323131,-1
0.437408145924517,0.7658896738806266,0.5185641427920686,0.6111111111111112,0.0994864536059823,0.6430148725783322,0.3045626473841251,0.931993515507771,0.9069794974445456,-1
0.5986310850294625,0.7145439408379468,0.446799769890337,0.8333333333333334,0.1801339521908914,0.7458927602382686,0.4308215917282508,0.9708761250381528,0.9885403265275022,-1
0.3876165252482016,0.5744657251542983,0.5390288439849302,0.8888888888888888,0.138218868083148,0.4458507029032943,0.3502434849171987,0.8809667279604777,0.911053943117937,1
0.5168886153770416,0.744960130670998,0.5172260822795937,0.6666666666666666,0.0966404106536556,0.7180837965940141,0.3268395124741871,0.9521479307626296,0.9531143520019224,-1
0.1985823038367182,0.2657463084020043,0.371596274131917,0.9444444444444444,0.1495887638039502,0.1969970270319312,0.2310816757049927,0.8314834232378746,0.8166476628356801,1
0.3101404932146299,0.6202426605806903,0.6122075596749129,0.5555555555555556,0.286634552674445,0.3544617506939347,0.3265897390958396,0.9186439161619344,0.8824519267091713,-1
0.5968644124200417,0.7229798461745439,0.7381818886958816,0.7222222222222222,0.1507981604299154,0.7502038226641082,0.4421264090094397,0.9324554942037434,0.8922747535273796,-1
0.6679351449729787,0.7427458127540877,0.5842028105383015,0.9444444444444444,0.147502112775725,0.7636800385166429,0.4553448051193842,0.8859369807492161,1.0,-1
0.431881989866112,0.7574677972673864,0.7287891026262805,0.8333333333333334,0.173811381911379,0.5561523703187836,0.4674358292271586,0.90817185663233,0.9382178278645515,-1
0.2343682342481854,0.3992787621377474,0.4080824930313727,0.5555555555555556,0.5027887778403187,0.1838838392444386,0.4120682793578554,0.8961783218023635,0.8237532482258254,-1
0.5387091702463375,0.6456329341135457,0.5455618623629604,0.6111111111111112,0.1278914424678892,0.6548110647627194,0.411784625816293,0.9454371086069694,0.8830397085139596,-1
0.5661418951632092,0.7349277768015984,0.5530968223317729,0.8888888888888888,0.1850734849344712,0.7218909140576104,0.4534855537178245,0.9307119904989682,0.9083576039855276,-1
0.426247978999119,0.5895029017758244,0.5677848884640783,0.9444444444444444,0.1102338758705551,0.5134022569491191,0.3638402457286063,0.9238133870301768,0.8922068459542197,-1
0.2570446163300679,0.3507526006376711,0.2906943445893764,0.6111111111111112,0.1503871566060379,0.2280812385051751,0.313784215562745,0.922548371074907,0.8731853345039311,1
0.5509301679647284,0.8876789759798989,0.7476160594960664,0.6666666666666666,0.1378583144835915,0.6218145788023912,0.448483503155291,0.942677243543804,0.9048199898992914,-1
0.2605501182872046,0.3376529017304077,0.2576249209923231,0.7777777777777778,0.2636112545539727,0.2346711420139272,0.3368028213289868,0.8994705861590385,0.86253228408094,1
0.3367285257015625,0.4038087277431528,0.3323635979510776,0.4444444444444444,0.3385375511808848,0.2622498987892296,0.458643482077414,0.9233179391162344,0.9020674077235582,-1
0.5920861404944253,0.7940282651525604,0.5937748255110472,0.8333333333333334,0.2116069318830144,0.8303526850053838,0.4971222093140763,0.9022690324992612,0.8837481629545474,-1
0.7310177743665299,0.7419856376150646,0.5356118440054438,0.9444444444444444,0.1541731585919436,0.9030041868502277,0.5685750744984995,0.9225957312001242,0.8733707469957994,-1
0.6568559731879479,0.762738762059025,0.4781804591162027,0.5,0.1949839370554468,0.7846263025046055,0.5330642639359936,0.9251283541799248,0.9367671695139024,-1
0.6442415759064186,0.6835717493000525,0.4391692384994506,0.9444444444444444,0.1690513180342608,0.7448195036654608,0.5096011576126119,0.9477063559548644,0.924317063076494,-1
