energy_yield_kWh,peak_pv_power_W,delta_std,max_delta_hour,morning_afternoon_ratio,mpp1_a_std,mpp2_a_std,mpp1_v_std,mpp2_v_std,cluster
0.947382162125392,0.8913099425869384,0.8035453561736606,0.4444444444444444,0.287631827885306,0.963132826107332,1.0,0.9089032449098594,0.904889273315047,-1
0.7606461748839987,0.8763068034253401,0.8535407712160528,0.5555555555555556,0.184620807240015,0.8668125138434446,0.8243692543128772,0.91893541113621,0.9335397048461272,-1
0.792370501792238,0.7955767369543015,0.6735501818453922,0.4444444444444444,0.3611294921396311,0.7824508465130785,0.7931235558391349,0.9447834097446032,0.9434296611007806,-1
0.6876185079732028,0.8552461237370587,0.7080253194364621,0.6666666666666666,0.4821418341270017,0.717530290024387,0.7534099616252216,0.9285620480747844,0.9301804875621352,-1
0.7097408602124923,0.7130114513347526,0.7971242602426433,0.5,0.3176046113936928,0.6715361627938785,0.724608203240464,0.9188352309062978,0.9271011566889202,-1
0.7775988863040758,0.8347712540669088,0.8764223111323218,0.8333333333333334,0.3289929538518482,0.8037524669656415,0.8210190254018729,0.9268016327010704,0.9384005236909462,-1
0.14176085764856,0.171242497896861,0.1786144630936277,0.4444444444444444,0.4476956026650993,0.1400758923841409,0.1613912235650694,0.9332045576023906,0.9290841533722666,1
0.3865742658494198,0.5521911465707704,0.628885081411152,0.4444444444444444,1.0,0.4668447273201415,0.5286527265667592,0.9074176219730282,0.9411393874268996,-1
0.3032648425515342,0.4265304084339568,0.406239987596979,0.7222222222222222,0.2670869710809001,0.3098293519656892,0.3302556444458036,0.951785898459886,0.9443160990865342,1
0.6127667193128592,0.6782219164627554,0.8138624352092605,0.6111111111111112,0.3111135339729161,0.5894203687940813,0.6506496080979659,0.937445402261678,0.9695908745889064,-1
0.4271054264046021,0.8261804531829243,0.928181127850938,0.6666666666666666,0.0706885445060297,0.5930250811020145,0.597714189272496,0.9312660208864624,0.9460627842858044,-1
0.5348707133210572,0.7094401444566292,0.7067322423784134,0.6666666666666666,0.3602577106123402,0.5269692674304802,0.5965188126373937,0.9423194431020764,0.962559425754377,-1
0.3593973784366595,0.5396362664384656,0.6343889846929567,0.8888888888888888,0.0983660454807868,0.4046329814170776,0.4190557234248357,0.9344053373175256,0.9422115817034824,1
0.1317173965271158,0.1482392986823763,0.1876682535882715,0.8333333333333334,0.3332149362306868,0.1178663353004783,0.139599456448698,0.9514605614503376,0.9516492449789252,1
0.1524751893679218,0.1898718452272269,0.1961249760593212,0.8888888888888888,0.1663158657437784,0.1457299127335085,0.1671812883889371,0.9550213702556136,0.9495341341877134,1
0.2178767791470611,0.2228831964738357,0.3790814740681703,0.9444444444444444,0.1632270328031004,0.2070014263531626,0.2229412374635864,0.946004121358991,0.952308983125146,-1
0.5212177522219791,0.7032943644561096,0.6769028367224104,0.8333333333333334,0.1208109307305218,0.5881574160069653,0.5923969867128422,0.9435620547202904,0.9713240905979944,1
0.473507791010056,0.6515953792542152,0.8432847349789376,0.6666666666666666,0.1691539025406291,0.5459211990229671,0.5482845489510646,0.9205997065385528,0.948346532526068,-1
0.3814776454844045,0.5893857406629353,0.6542773152534489,0.5,0.7941094156274818,0.450734587345559,0.5012267254549271,0.8984975810480991,0.9388598166811372,-1
0.6638372757099715,0.8409887884352271,0.7949182428187284,0.7777777777777778,0.3877998230066108,0.7753197480166801,0.8212182556538863,0.8977874917188534,0.9405829327733156,-1
0.2044127051222971,0.348685750679109,0.3625015353720899,0.7777777777777778,0.129778718924254,0.2222718180611669,0.2465934959132186,0.9418538076266786,0.9410376140506272,1
0.5218015188254472,0.7351538925125458,0.7550959364015423,0.5555555555555556,0.2025549234679887,0.5999367573529952,0.640328585804229,0.9362683086852668,0.9550313822724594,-1
0.449575951992178,0.7858276365884868,0.8111802840236969,0.6111111111111112,0.4059534035176197,0.5070411289196501,0.5476870552136427,0.9490000761506652,0.9772011513609794,-1
0.2046522245641116,0.2729085018475461,0.3165069717726737,0.9444444444444444,0.0907311129952335,0.2162440668035413,0.2329367756811302,0.955154278532665,0.9558414231849311,1
