energy_yield_kWh,peak_pv_power_W,delta_std,max_delta_hour,morning_afternoon_ratio,mpp1_a_std,mpp2_a_std,mpp1_v_std,mpp2_v_std,cluster
0.3700413507765882,0.4793956959684907,0.3972315759306842,0.4545454545454545,0.0745050008900377,0.3650213544960293,0.3153851299470374,0.2129224512190661,0.3003439278949103,-1
0.7615138645991679,0.7704761628427398,0.4301864390144826,0.3636363636363636,0.1346894723369697,0.7305097221679009,0.6563253330221712,0.1949615528392498,0.2907955366868774,-1
0.834098370876588,0.9024110923797009,0.4515912474552214,0.2727272727272727,0.2045307866528358,0.8279532177525937,0.7296020357083481,0.1987086023869566,0.2622553892505627,-1
0.9965572735395012,0.8509355821895198,0.4242469001724587,0.0909090909090909,0.2150352971081935,0.9904607758658108,0.8428183374963842,0.0968105523274997,0.2072630321487511,-1
0.978286614875996,0.8510780834508196,0.420747856651508,0.0909090909090909,0.2238120529341168,0.956041215797873,0.8393844534600898,0.1444075568913383,0.1717376262444404,-1
0.5485861723966728,0.586283280172014,0.346407447362845,0.4545454545454545,0.3499313986876821,0.5215378532031345,0.4442154367891976,0.1677954887036953,0.2470288962863192,-1
0.4678308324645839,0.6385625253647685,0.4760131417823012,0.6363636363636364,0.1491868184490912,0.5302494103953812,0.4514439341603539,0.1511166029823294,0.2472444959536304,-1
0.912880711609807,0.881448658061278,0.5793248311176429,0.6363636363636364,0.2493100282251238,0.8771024428752189,0.7876985034344556,0.1657371224949314,0.2500507111511457,-1
0.5616900668822286,0.7093668272617087,0.4320152201717855,0.5454545454545454,0.0502149005414357,0.6415233005116466,0.5548566247574274,0.2127240094341585,0.2957072984631141,-1
0.9815133364392992,0.8974731045629418,0.4483908648157241,0.1818181818181818,0.2325100107507803,0.9350108285775144,0.8104291970404339,0.1986275731542187,0.2202983815158495,-1
0.9982585021126475,0.8697850075908603,0.4330320106431006,0.0909090909090909,0.2224621155222301,0.955769503831064,0.8550599898766293,0.2237554244760152,0.1872273516724409,-1
0.679363535149179,0.8333941971577085,0.6704881908689013,0.4545454545454545,0.1768698392719848,0.7367832451626577,0.6805429685981778,0.1601007412442152,0.1948271232240032,-1
