Timestamp,PV(W),SOC(%),Battery(W),Meter(W),Load(W),MPP1(A),MPP2(A),MPP1(V),MPP2(V),IT1(°C),AVG,Difference
2023-10-25 00:00:00,0.0,4.0,0.0,-1626.0,1626.0,0.0,0.0,0.0,0.0,27.600000000000005,0.0,0.0
2023-10-25 01:00:00,0.0,4.0,0.0,-1262.0,1262.0,0.0,0.0,0.0,0.0,27.566666666666663,0.0,0.0
2023-10-25 02:00:00,0.0,4.0,0.0,-1629.0,1629.0,0.0,0.0,0.0,0.0,27.541666666666668,0.0,0.0
2023-10-25 03:00:00,0.0,4.0,0.0,-1601.0,1601.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0
2023-10-25 04:00:00,0.0,4.0,0.0,-2966.0,2966.0,0.0,0.0,0.0,0.0,27.59166666666667,0.0,0.0
2023-10-25 05:00:00,0.0,4.0,0.0,-4020.0,4020.0,0.0,0.0,0.0,0.0,27.675,0.0,0.0
2023-10-25 06:00:00,18.8,3.5,0.0,-4188.0,4206.8,0.0083333333333333,0.0,151.26666666666668,0.0,27.65833333333333,91.97823529411765,73.17823529411766
2023-10-25 07:00:00,531.93,3.0,0.0,-3791.0,4322.93,0.2333333333333333,0.0,189.975,0.0,28.83333333333333,1044.0976470588237,512.1676470588237
2023-10-25 08:00:00,835.88,3.0,0.0,-16101.0,16936.88,0.3666666666666667,0.0,189.975,0.0,30.10833333333333,1624.8617647058825,788.9817647058825
2023-10-25 09:00:00,2256.05,3.1666666666666665,-928.06,-1074.0,2401.99,0.8333333333333334,0.0,214.21666666666667,0.0,31.316666666666663,2051.3317647058825,-204.71823529411768
2023-10-25 10:00:00,7388.17,5.5,-1433.02,-13913.0,19869.45,2.2,0.0,279.30833333333334,0.0,33.875,2416.653529411765,-4971.516470588235
2023-10-25 11:00:00,12323.78,8.75,-9669.95,-3738.0,7676.73,3.716666666666667,0.0,276.68333333333334,0.0,36.175,2640.4264705882356,-9683.353529411765
2023-10-25 12:00:00,14744.23,25.08333333333333,-17274.62,214.0,0.0,4.616666666666666,0.0,265.55,0.0,38.16666666666666,2131.1494117647057,-12613.080588235294
2023-10-25 13:00:00,9249.98,39.25,-10743.85,101.0,0.0,2.85,0.0,270.625,0.0,36.64166666666667,1816.7164705882349,-7433.2635294117645
2023-10-25 14:00:00,15449.48,56.25,-18761.04,93.0,1.7,4.875,0.0,264.125,0.0,37.80833333333333,1329.4547058823528,-14120.025294117648
2023-10-25 15:00:00,5719.2,70.16666666666667,-4962.09,-158.0,1521.17,1.8583333333333332,0.0,227.71666666666667,0.0,35.391666666666666,611.0347058823528,-5108.165294117647
2023-10-25 16:00:00,474.89,69.16666666666667,2551.66,-13.0,3039.55,0.2083333333333333,0.0,189.25,0.0,32.050000000000004,0.0,-474.89
2023-10-25 17:00:00,0.0,63.333333333333336,4608.23,55.0,4553.23,0.0,0.0,104.35833333333332,0.0,30.575,0.0,0.0
2023-10-25 18:00:00,0.0,55.66666666666666,5055.2300000000005,16.0,5039.2300000000005,0.0,0.0,0.0,0.0,30.10833333333333,0.0,0.0
2023-10-25 19:00:00,0.0,48.66666666666666,6488.67,-39.0,6527.67,0.0,0.0,0.0,0.0,30.041666666666668,0.0,0.0
2023-10-25 20:00:00,0.0,40.25,7632.7,-62.0,7694.7,0.0,0.0,0.0,0.0,30.35,0.0,0.0
2023-10-25 21:00:00,0.0,31.33333333333333,5562.31,51.0,5511.31,0.0,0.0,0.0,0.0,30.525,0.0,0.0
2023-10-25 22:00:00,0.0,26.25,2345.76,-34.0,2379.76,0.0,0.0,0.0,0.0,29.75,0.0,0.0
2023-10-25 23:00:00,0.0,23.33333333333333,1966.3,-18.0,1984.3,0.0,0.0,0.0,0.0,29.175,0.0,0.0
2023-10-26 00:00:00,0.0,20.5,1681.0,-8.0,1689.0,0.0,0.0,0.0,0.0,28.96666666666667,0.0,0.0
2023-10-26 01:00:00,0.0,17.75,1799.66,-5.0,1804.66,0.0,0.0,0.0,0.0,28.991666666666664,0.0,0.0
2023-10-26 02:00:00,0.0,14.916666666666666,1884.26,25.0,1859.26,0.0,0.0,0.0,0.0,28.90833333333333,0.0,0.0
2023-10-26 03:00:00,0.0,12.083333333333334,1751.84,-4.0,1755.84,0.0,0.0,0.0,0.0,28.9,0.0,0.0
2023-10-26 04:00:00,0.0,8.333333333333334,3167.71,-50.0,3217.71,0.0,0.0,0.0,0.0,29.191666666666663,0.0,0.0
