Timestamp,PV(W),SOC(%),Battery(W),Meter(W),Load(W),MPP1(A),MPP2(A),MPP1(V),MPP2(V),IT1(°C),MPP3(A),MPP4(A),MPP3(V),MPP4(V),IT2(°C),AVG,Difference
2023-09-28 00:00:00,0.0,0.0,-157.52,-1536.0,1378.48,0.0,0.0,0.0,0.0,28.7,0.0166666666666666,0.0,0.0,0.0,32.733333333333334,0.0,0.0
2023-09-28 01:00:00,0.0,0.0,38.16,-1462.0,1500.16,0.0,0.0,0.0,0.0,28.308333333333334,0.025,0.0,0.0,0.0,32.6,0.0,0.0
2023-09-28 02:00:00,0.0,0.0,75.61,-1441.0,1516.61,0.0,0.0,0.0,0.0,28.2,0.0666666666666666,0.0,0.0,0.0,32.55833333333333,0.0,0.0
2023-09-28 03:00:00,0.0,0.0,0.0,-1492.0,1492.0,0.0,0.0,0.0,0.0,28.141666666666666,0.0416666666666666,0.0,0.0,0.0,32.5,0.0,0.0
2023-09-28 04:00:00,0.0,0.0,74.81,-2681.0,2755.81,0.0,0.0,0.0,0.0,28.03333333333333,0.0166666666666666,0.0,0.0,0.0,32.45,0.0,0.0
2023-09-28 05:00:00,150.95,0.0,37.32,-3553.0,3741.27,0.0,0.0,120.95833333333331,122.35833333333332,28.116666666666664,0.0416666666666666,0.0,162.46666666666667,132.70000000000002,32.416666666666664,0.0,-150.95
2023-09-28 06:00:00,26292.84,0.0,21349.19,-4932.0,52574.03,0.2416666666666666,1.1833333333333331,206.01666666666665,255.3083333333333,35.541666666666664,1.5333333333333332,1.3,354.27500000000003,375.275,36.59166666666667,2500.2641176470584,-23792.575882352943
2023-09-28 07:00:00,89135.59,0.0,-24774.08,-3110.0,73172.7,0.8333333333333334,3.775,281.7083333333333,368.7166666666667,47.0,4.9,4.783333333333333,367.94166666666666,397.625,45.24166666666667,6813.638235294117,-82321.95176470588
2023-09-28 08:00:00,142993.05,0.0,-9483.11,587.0,132922.94,1.3833333333333335,5.866666666666667,392.5583333333333,363.65,47.775,8.049999999999999,7.925,360.44166666666666,389.3416666666667,47.208333333333336,10381.947647058823,-132611.10235294118
2023-09-28 09:00:00,205173.23,0.0,-450.58,2837.0,201885.65,2.4250000000000003,8.716666666666667,389.85833333333335,351.52500000000003,50.19166666666666,11.608333333333334,11.5,351.2166666666667,378.9333333333333,49.18333333333334,13636.712352941177,-191536.51764705882
2023-09-28 10:00:00,247370.53,0.0,-636.66,6031.0,240702.87,4.133333333333334,9.475,387.025,344.175,54.99166666666667,14.033333333333331,14.008333333333333,347.6166666666666,374.85,50.7,16294.692941176472,-231075.83705882353
2023-09-28 11:00:00,267559.35,0.0,-799.74,6924.0,259835.61,5.466666666666666,9.308333333333334,385.3666666666666,340.425,58.18333333333334,15.341666666666669,15.358333333333334,343.8666666666666,368.5333333333333,51.54166666666666,17296.786470588235,-250262.56352941174
2023-09-28 12:00:00,256024.64,0.0,-913.3,7692.0,247419.34,6.05,8.233333333333333,369.2083333333333,326.34166666666664,58.18333333333334,14.8,14.633333333333333,343.9583333333333,372.9,51.41666666666666,18546.025294117648,-237478.61470588236
2023-09-28 13:00:00,224219.16,0.0,-637.81,6674.0,216907.35,4.625,2.766666666666667,400.1,373.95,50.93333333333334,14.55,14.375,341.15833333333336,370.1666666666667,51.375,14772.130000000003,-209447.03
2023-09-28 14:00:00,176956.34,0.0,-636.56,4580.0,171739.78,3.45,0.0,421.675,406.1833333333333,40.125,11.941666666666668,11.825,345.675,373.9083333333333,50.11666666666667,12233.061176470592,-164723.2788235294
2023-09-28 15:00:00,126626.68,0.0,-710.62,2367.0,123549.06,3.5,0.0,415.025,403.4583333333333,38.18333333333333,8.1,8.1,348.7083333333333,370.6583333333333,48.14166666666667,7374.824117647057,-119251.85588235293
2023-09-28 16:00:00,64479.02,0.0,-414.41,867.0,63197.61,3.108333333333333,0.1833333333333333,366.9083333333333,298.875,37.54166666666666,4.3,4.125,349.94166666666666,376.0416666666667,45.46666666666667,2156.189411764706,-62322.83058823529
2023-09-28 17:00:00,12039.92,0.0,-151.96,-1798.0,13685.96,0.4916666666666667,0.1166666666666666,236.54166666666663,197.39166666666665,34.358333333333334,0.975,0.8416666666666667,337.6,364.975,40.85,0.0,-12039.92
2023-09-28 18:00:00,176.9,0.0,-990.0,-2400.0,1586.9,0.0,0.0,122.91666666666669,102.10833333333332,30.758333333333336,0.05,0.0,160.81666666666666,153.95000000000002,37.68333333333333,0.0,-176.9
2023-09-28 19:00:00,0.0,0.0,78.11,-3180.0,3258.11,0.0,0.0,0.0,0.0,29.266666666666666,0.0333333333333333,0.0,0.0,0.0,35.125,0.0,0.0
2023-09-28 20:00:00,0.0,0.0,0.0,-2780.0,2780.0,0.0,0.0,0.0,0.0,28.541666666666668,0.0416666666666666,0.0,0.0,0.0,33.95,0.0,0.0
2023-09-28 21:00:00,0.0,0.0,75.18,-2456.0,2531.18,0.0,0.0,0.0,30.59166666666667,28.266666666666666,0.0666666666666666,0.0,0.0,0.0,33.31666666666667,0.0,0.0
2023-09-28 22:00:00,0.0,0.0,0.0,-1730.0,1730.0,0.0,0.0,0.0,63.1,28.15833333333333,0.0583333333333333,0.0,0.0,0.0,32.975,0.0,0.0
2023-09-28 23:00:00,0.0,0.0,0.0,-1550.0,1550.0,0.0,0.0,0.0,62.25833333333333,28.116666666666664,0.0166666666666666,0.0,0.0,0.0,32.75833333333333,0.0,0.0
2023-09-29 00:00:00,0.0,0.0,-804.42,-1529.0,724.58,0.0,0.0,0.0,30.441666666666663,28.525,0.0416666666666666,0.0,0.0,0.0,32.608333333333334,0.0,0.0
2023-09-29 01:00:00,0.0,0.0,0.0,-1424.0,1424.0,0.0,0.0,0.0,0.0,28.475,0.0833333333333333,0.0,0.0,0.0,32.525,0.0,0.0
2023-09-29 02:00:00,0.0,0.0,0.0,-1434.0,1434.0,0.0,0.0,0.0,0.0,28.191666666666663,0.0583333333333333,0.0,0.0,0.0,32.46666666666667,0.0,0.0
2023-09-29 03:00:00,0.0,0.0,75.87,-1510.0,1585.87,0.0,0.0,0.0,0.0,28.03333333333333,0.0833333333333333,0.0,0.0,0.0,32.391666666666666,0.0,0.0
2023-09-29 04:00:00,0.0,0.0,0.0,-2387.0,2387.0,0.0,0.0,0.0,0.0,27.98333333333333,0.075,0.0,0.0,0.0,32.3,0.0,0.0
2023-09-29 05:00:00,165.89,0.0,37.39,-3087.0,3290.28,0.0,0.0,103.85,95.875,28.008333333333336,0.0833333333333333,0.0,138.24166666666667,106.34166666666664,32.31666666666666,0.0,-165.89
2023-09-29 06:00:00,15749.28,0.0,4864.64,-2988.0,23601.92,0.0916666666666666,0.725,202.76666666666665,239.13333333333333,31.34166666666667,0.9916666666666668,0.7416666666666667,354.25,365.1,35.266666666666666,2842.1035294117646,-12907.176470588236
2023-09-29 07:00:00,86953.59,0.0,-7226.040000000001,-2569.0,82296.55,0.3333333333333333,3.9583333333333335,248.3,377.6333333333334,38.28333333333333,4.8,4.666666666666667,368.4666666666667,399.0083333333334,44.75833333333333,7680.69411764706,-79272.89588235294
2023-09-29 08:00:00,144329.56,0.0,5503.37,-4470.0,154302.93,0.7999999999999999,7.016666666666667,255.04166666666663,358.325,46.94166666666666,8.075000000000001,7.908333333333334,360.0416666666667,389.475,47.35833333333333,13745.988235294119,-130583.57176470588
2023-09-29 09:00:00,196120.36,0.0,-4581.5,3320.0,188218.86,2.25,8.408333333333333,399.3666666666666,348.1333333333334,49.53333333333333,11.1,11.033333333333331,351.55,378.5333333333333,49.05833333333334,16436.785882352942,-179683.57411764705
2023-09-29 10:00:00,234953.91,0.0,-418.1,5844.0,228691.81,3.8333333333333335,8.941666666666666,396.45,346.8416666666667,53.325,13.375,13.291666666666666,347.4083333333333,374.9166666666667,50.28333333333333,20124.408823529408,-214829.5011764706
2023-09-29 11:00:00,262040.42,0.0,-641.74,8184.0,253214.68,5.208333333333333,8.308333333333334,391.3083333333333,352.44166666666666,56.68333333333334,15.241666666666667,15.05,343.6583333333333,373.2916666666667,51.375,23014.5305882353,-239025.8894117647
2023-09-29 12:00:00,245794.19,0.0,-751.37,7773.0,237269.82,5.65,6.116666666666667,382.2,348.075,53.61666666666667,14.625,14.4,344.475,374.0583333333333,51.30833333333334,19203.842941176466,-226590.34705882354
2023-09-29 13:00:00,243414.09,0.0,-5371.85,7938.0,230104.24,6.558333333333334,7.075,374.8666666666666,327.14166666666665,56.825,13.991666666666667,13.9,343.3666666666666,370.9500000000001,51.10833333333333,17594.08764705882,-225820.00235294117
2023-09-29 14:00:00,165170.99,0.0,-648.8100000000001,4935.0,159587.18,4.083333333333333,1.6416666666666666,403.75,384.4916666666666,48.3,10.4,10.258333333333333,345.575,375.1,49.41666666666666,13302.37588235294,-151868.61411764706
2023-09-29 15:00:00,122377.41,0.0,-722.18,3057.0,118598.23,3.225,0.2333333333333333,412.6166666666666,393.6583333333333,40.03333333333333,7.824999999999999,7.733333333333333,348.44166666666666,372.8416666666667,47.66666666666666,8934.62588235294,-113442.78411764707
2023-09-29 16:00:00,61394.9,0.0,-679.5,306.0,60409.4,2.658333333333333,0.4833333333333333,382.5083333333334,279.4583333333333,38.475,3.925,3.775,348.3666666666666,370.9583333333333,45.5,2105.1658823529415,-59289.73411764706
2023-09-29 17:00:00,14136.12,0.0,-112.86,-2056.0,16079.26,0.4916666666666667,0.2416666666666666,216.625,196.6916666666667,34.675000000000004,1.0833333333333333,0.9083333333333332,334.0,355.06666666666666,40.95,0.0,-14136.12
2023-09-29 18:00:00,207.81,0.0,0.0,-2513.0,2720.81,0.0,0.0,103.78333333333336,98.375,30.65,0.0833333333333333,0.0,129.65833333333333,120.13333333333333,37.775,0.0,-207.81
2023-09-29 19:00:00,0.0,0.0,0.0,-1840.0,1840.0,0.0,0.0,0.0,0.0,29.008333333333336,0.0333333333333333,0.0,0.0,0.0,35.06666666666667,0.0,0.0
2023-09-29 20:00:00,0.0,0.0,-764.74,-1859.0,1094.26,0.0,0.0,0.0,0.0,28.941666666666663,0.0083333333333333,0.0,0.0,0.0,33.93333333333333,0.0,0.0
2023-09-29 21:00:00,0.0,0.0,-39.81,-1824.0,1784.19,0.0,0.0,0.0,5.166666666666667,28.71666666666667,0.025,0.0,0.0,0.0,33.36666666666667,0.0,0.0
2023-09-29 22:00:00,0.0,0.0,0.0,-1631.0,1631.0,0.0,0.0,0.0,0.0,28.34166666666667,0.0416666666666666,0.0,0.0,0.0,33.03333333333333,0.0,0.0
2023-09-29 23:00:00,0.0,0.0,0.0,-1727.0,1727.0,0.0,0.0,0.0,31.85833333333333,28.21666666666667,0.0333333333333333,0.0,0.0,0.0,32.825,0.0,0.0
2023-09-30 00:00:00,0.0,0.0,0.0,-1461.0,1461.0,0.0,0.0,0.0,31.53333333333333,28.191666666666663,0.0166666666666666,0.0,0.0,0.0,32.65833333333334,0.0,0.0
2023-09-30 01:00:00,0.0,0.0,37.61,-1393.0,1430.61,0.0,0.0,35.71666666666667,25.725,28.09166666666667,0.05,0.0,0.0,0.0,32.59166666666667,0.0,0.0
2023-09-30 02:00:00,0.0,0.0,0.0,-1335.0,1335.0,0.0,0.0,20.241666666666667,0.0,28.025,0.0583333333333333,0.0,0.0,0.0,32.5,0.0,0.0
2023-09-30 03:00:00,0.0,0.0,-376.82,-1293.0,916.18,0.0,0.0,0.0,0.0,28.15,0.0416666666666666,0.0,0.0,0.0,32.46666666666667,0.0,0.0
2023-09-30 04:00:00,0.0,0.0,-350.35,-1353.0,1002.65,0.0,0.0,0.0,0.0,28.575,0.025,0.0,0.0,0.0,32.4,0.0,0.0
2023-09-30 05:00:00,0.0,0.0,39.1,-1527.0,1566.1,0.0,0.0,81.55833333333334,38.43333333333333,28.21666666666667,0.0083333333333333,0.0,90.75833333333333,73.93333333333334,32.40833333333333,0.0,0.0
2023-09-30 06:00:00,9057.83,0.0,-3792.42,-3321.0,8586.41,0.1416666666666667,0.2916666666666667,204.90833333333333,191.7,29.541666666666668,0.6583333333333333,0.4916666666666667,345.2416666666666,346.6666666666667,34.99166666666667,3033.1823529411768,-6024.647647058823
2023-09-30 07:00:00,47455.98,0.0,0.0,-1888.0,49343.98,0.8333333333333334,1.6083333333333334,266.3583333333333,276.85,32.9,2.775,2.6083333333333334,358.35,394.6833333333333,41.641666666666666,8881.142352941177,-38574.83764705883
2023-09-30 08:00:00,104094.36,0.0,0.0,752.0,103342.36,1.575,4.008333333333334,394.45,347.7916666666667,38.583333333333336,5.716666666666666,5.583333333333333,366.1666666666667,391.94166666666666,46.04166666666666,14064.453529411765,-90029.90647058823
2023-09-30 09:00:00,139914.49,0.0,0.0,2135.0,137779.49,2.7,4.108333333333333,392.4,362.1,42.25,7.816666666666666,7.616666666666667,359.925,390.56666666666666,47.333333333333336,15493.167647058823,-124421.32235294116
2023-09-30 10:00:00,153245.94,0.0,0.0,2440.0,150805.94,3.3833333333333333,4.616666666666666,395.025,364.1166666666666,45.4,8.483333333333333,8.366666666666667,358.825,384.85833333333335,48.0,18663.994705882353,-134581.94529411764
2023-09-30 11:00:00,217699.69,0.0,-74.82,6755.0,210869.87,4.808333333333334,6.525,380.8083333333333,350.2083333333333,49.79166666666666,12.5,12.308333333333332,348.7,380.31666666666666,49.85833333333333,17034.439411764703,-200665.2505882353
2023-09-30 12:00:00,180885.27,0.0,-4840.139999999999,5538.0,170507.13,3.3083333333333336,1.0833333333333333,411.9,398.3083333333333,44.325,11.75,11.683333333333332,352.2083333333333,380.6666666666667,50.24166666666667,16275.268235294117,-164610.00176470587
2023-09-30 13:00:00,170935.05,0.0,-38.620000000000005,5173.0,165723.43,3.083333333333333,0.3916666666666666,417.775,407.7083333333333,39.23333333333333,11.233333333333334,11.283333333333331,351.1666666666667,378.1333333333334,48.85833333333333,14002.798235294118,-156932.25176470587
2023-09-30 14:00:00,129960.24,0.0,-5671.219999999999,3719.0,120570.02,3.0083333333333333,0.5166666666666667,413.14166666666665,405.975,38.516666666666666,8.225,8.108333333333333,352.93333333333334,383.23333333333335,47.95,11268.355294117648,-118691.88470588236
2023-09-30 15:00:00,72976.63,0.0,-112.75,1145.0,71718.88,1.8,1.3166666666666669,390.2583333333334,322.325,37.875,4.425,4.25,353.51666666666665,380.51666666666665,45.71666666666667,6496.141176470588,-66480.48882352942
2023-09-30 16:00:00,33714.36,0.0,0.0,-2350.0,36064.36,0.925,0.9416666666666668,309.19166666666666,205.425,35.916666666666664,2.1,1.95,350.9583333333333,376.4666666666667,42.35,1673.300588235294,-32041.059411764705
2023-09-30 17:00:00,6293.54,0.0,0.0,-4193.0,10486.54,0.1666666666666666,0.1166666666666666,209.925,195.05,32.75,0.5166666666666667,0.35,339.7416666666667,355.90000000000003,40.00833333333333,0.0,-6293.54
2023-09-30 18:00:00,142.55,0.0,-526.01,-2086.0,1702.54,0.0,0.0,109.85833333333332,82.53333333333335,29.90833333333333,0.0583333333333333,0.0,134.64166666666668,137.69166666666666,36.891666666666666,0.0,-142.55
2023-09-30 19:00:00,0.0,0.0,-583.06,-1836.0,1252.94,0.0,0.0,0.0,0.0,29.133333333333336,0.0833333333333333,0.0,0.0,0.0,34.65,0.0,0.0
2023-09-30 20:00:00,0.0,0.0,0.0,-1885.0,1885.0,0.0,0.0,0.0,0.0,28.48333333333333,0.0833333333333333,0.0,0.0,0.0,33.63333333333333,0.0,0.0
2023-09-30 21:00:00,0.0,0.0,0.0,-1643.0,1643.0,0.0,0.0,0.0,0.0,28.183333333333334,0.05,0.0,0.0,0.0,33.13333333333333,0.0,0.0
2023-09-30 22:00:00,0.0,0.0,0.0,-1863.0,1863.0,0.0,0.0,0.0,0.0,28.041666666666668,0.025,0.0,0.0,0.0,32.833333333333336,0.0,0.0
2023-09-30 23:00:00,0.0,0.0,0.0,-1549.0,1549.0,0.0,0.0,0.0,0.0,27.98333333333333,0.025,0.0,0.0,0.0,32.64166666666667,0.0,0.0
2023-10-01 00:00:00,0.0,0.0,0.0,-1448.0,1448.0,0.0,0.0,0.0,0.0,27.95,0.05,0.0,0.0,0.0,32.516666666666666,0.0,0.0
2023-10-01 01:00:00,0.0,0.0,0.0,-1435.0,1435.0,0.0,0.0,0.0,0.0,27.85833333333333,0.0583333333333333,0.0,0.0,0.0,32.43333333333333,0.0,0.0
2023-10-01 02:00:00,0.0,0.0,0.0,-1404.0,1404.0,0.0,0.0,0.0,0.0,27.816666666666663,0.0583333333333333,0.0,0.0,0.0,32.325,0.0,0.0
2023-10-01 03:00:00,0.0,0.0,0.0,-1417.0,1417.0,0.0,0.0,0.0,0.0,27.8,0.0166666666666666,0.0,0.0,0.0,32.3,0.0,0.0
2023-10-01 04:00:00,0.0,0.0,-760.43,-1394.0,633.5699999999999,0.0,0.0,0.0,0.0,28.141666666666666,0.0416666666666666,0.0,0.0,0.0,32.208333333333336,0.0,0.0
2023-10-01 05:00:00,12.87,0.0,-278.2,-1608.0,1342.67,0.0,0.0,94.05833333333334,83.01666666666667,28.166666666666668,0.0166666666666666,0.0,117.13333333333333,93.38333333333333,32.208333333333336,0.0,-12.87
2023-10-01 06:00:00,9777.98,0.0,-4819.75,-3090.0,8048.23,0.0833333333333333,0.4333333333333333,204.6833333333333,205.46666666666667,29.25,0.6916666666666668,0.475,357.7833333333333,339.90000000000003,34.44166666666667,2942.313529411765,-6835.666470588234
2023-10-01 07:00:00,76313.64,0.0,0.0,-834.0,77147.64,0.4416666666666666,3.458333333333333,200.4333333333333,370.175,34.575,4.175,4.075,371.7833333333333,400.925,43.5,7702.527647058825,-68611.11235294117
2023-10-01 08:00:00,128065.98,0.0,-259.93,-670.0,128476.05,0.8916666666666666,4.608333333333333,310.95,382.475,39.775,7.466666666666666,7.25,363.14166666666665,396.2083333333333,46.84166666666667,13403.403529411764,-114662.57647058823
2023-10-01 09:00:00,181737.48,0.0,-75.39,3910.0,177752.09,2.275,7.641666666666667,272.40000000000003,356.0083333333334,45.55833333333334,10.333333333333334,10.2,354.95,384.45,48.46666666666667,16665.299411764707,-165072.1805882353
2023-10-01 10:00:00,234595.11,0.0,-187.48,1033.0,233374.63,3.725,8.950000000000001,401.025,346.27500000000003,51.59166666666667,13.316666666666668,13.275,348.0,376.0916666666667,50.09166666666667,18125.635882352944,-216469.47411764704
2023-10-01 11:00:00,256214.61,0.0,-673.52,3336.0,252205.09,5.083333333333333,9.158333333333331,388.85833333333335,337.8583333333333,55.85833333333333,14.508333333333333,14.533333333333331,347.0416666666667,373.2583333333334,51.025,19024.34176470588,-237190.2682352941
2023-10-01 12:00:00,258192.02,0.0,-499.91,5309.0,252383.11,5.966666666666666,8.275,384.8416666666666,339.03333333333336,57.175,14.666666666666666,14.625,347.27500000000003,373.1583333333333,51.35,18268.325882352947,-239923.69411764704
2023-10-01 13:00:00,238032.85,0.0,-190.56,7613.0,230229.29,6.3,6.691666666666666,379.8333333333333,342.34166666666664,56.2,13.541666666666666,13.4,347.18333333333334,375.9166666666667,50.833333333333336,15354.057058823531,-222678.79294117648
2023-10-01 14:00:00,186645.45,0.0,-222.37,5798.0,180625.08,5.15,3.333333333333333,395.1,366.5416666666667,50.96666666666667,10.966666666666669,10.9,351.6666666666667,379.7583333333334,49.50833333333333,11109.271764705882,-175536.17823529412
2023-10-01 15:00:00,117038.65,0.0,232.57,3079.0,114192.22,3.516666666666667,0.0,417.10833333333335,406.64166666666665,40.25,7.316666666666666,7.208333333333333,352.2166666666667,376.85833333333335,47.55,7900.1641176470575,-109138.48588235294
