Timestamp,PV(W),SOC(%),Battery(W),Meter(W),Load(W),MPP1(A),MPP2(A),MPP1(V),MPP2(V),IT1(°C),AVG,Difference
2024-07-09 00:00:00,0.0,5.0,0.0,-6332.0,6332.0,0.0,0.0,0.0,0.0,26.84166666666667,0.0,0.0
2024-07-09 01:00:00,0.0,5.0,0.0,-5804.0,5804.0,0.0,0.0,0.0,0.0,26.766666666666666,0.0,0.0
2024-07-09 02:00:00,0.0,5.0,0.0,-6509.0,6509.0,0.0,0.0,0.0,0.0,26.65833333333333,0.0,0.0
2024-07-09 03:00:00,0.0,4.083333333333333,0.0,-9206.0,9206.0,0.0,0.0,103.44166666666666,112.70833333333331,26.675,0.0,0.0
2024-07-09 04:00:00,282.98,4.0,0.0,-6913.0,7195.98,0.0583333333333333,0.0583333333333333,199.49166666666667,199.9333333333333,27.366666666666664,72.52882352941177,-210.45117647058825
2024-07-09 05:00:00,8738.12,4.583333333333333,-2528.75,-2776.0,8985.369999999999,1.125,0.7999999999999999,347.7,328.0083333333333,30.15,444.7405882352941,-8293.379411764707
2024-07-09 06:00:00,31386.14,15.833333333333334,-15033.78,-851.0,17203.36,3.5583333333333336,2.858333333333333,403.95,415.9666666666667,36.63333333333333,1552.4835294117643,-29833.656470588234
2024-07-09 07:00:00,61145.7,46.583333333333336,-40631.98,435.0,20078.72,6.625,6.375,385.175,400.425,44.86666666666667,3137.9994117647057,-58007.70058823529
2024-07-09 08:00:00,70303.22,85.08333333333333,-50080.54,351.0,19871.68,5.916666666666667,8.941666666666666,386.6166666666666,400.225,50.575,4209.589411764705,-66093.63058823529
2024-07-09 09:00:00,98096.02,99.75,-9049.35,65011.0,24035.67,10.958333333333334,10.908333333333331,359.2333333333333,388.7166666666667,62.95,4640.2652941176475,-93455.75470588235
2024-07-09 10:00:00,106638.74,99.91666666666669,-3152.16,77739.0,25747.58,12.133333333333333,12.1,351.575,381.9666666666667,74.04166666666667,4707.498235294118,-101931.24176470589
2024-07-09 11:00:00,109510.58,100.0,0.0,82389.0,27121.58,12.55,12.475,350.3833333333334,379.0583333333333,78.21666666666667,6161.639999999999,-103348.94
2024-07-09 12:00:00,105866.56,100.0,0.0,82768.0,23098.56,12.125,12.141666666666666,348.6333333333334,378.4916666666666,78.64166666666667,5984.787647058823,-99881.77235294117
2024-07-09 13:00:00,96935.82,100.0,0.0,72976.0,23959.82,11.025,10.975,352.2583333333334,382.3,75.14999999999999,4807.076470588236,-92128.74352941177
2024-07-09 14:00:00,81706.65,100.0,0.0,56594.0,25112.65,9.125,9.158333333333331,358.0833333333333,386.925,68.56666666666666,4399.987058823529,-77306.66294117646
2024-07-09 15:00:00,61266.4,99.33333333333331,4311.9400000000005,23487.0,42091.34,6.666666666666667,6.691666666666666,367.9,396.4666666666667,59.45,3664.0917647058823,-57602.30823529412
2024-07-09 16:00:00,38203.1,94.66666666666669,-1554.34,442.0,36206.76,4.091666666666667,4.141666666666667,373.3333333333333,400.675,51.975,1823.8082352941178,-36379.29176470588
2024-07-09 17:00:00,17991.9,92.25,7830.45,301.0,25521.35,1.8833333333333333,1.9416666666666669,374.0,407.73333333333335,44.15,754.1011764705881,-17237.798823529414
2024-07-09 18:00:00,8696.93,85.66666666666667,5888.51,31.0,14554.44,0.9333333333333336,0.9666666666666668,368.8416666666667,393.0833333333333,38.00833333333333,225.45588235294116,-8471.47411764706
2024-07-09 19:00:00,5095.37,79.91666666666667,3810.32,8.0,8897.69,0.5750000000000001,0.5666666666666667,354.43333333333334,375.125,35.36666666666667,0.0,-5095.37
2024-07-09 20:00:00,222.62,73.91666666666667,6978.5,-81.0,7282.12,0.0416666666666666,0.0499999999999999,187.475,201.11666666666667,32.15,0.0,-222.62
2024-07-09 21:00:00,0.0,65.66666666666667,6927.84,-38.0,6965.84,0.0,0.0,21.133333333333333,21.46666666666667,30.175,0.0,0.0
2024-07-09 22:00:00,0.0,57.583333333333336,7110.82,31.0,7079.82,0.0,0.0,0.0,0.0,29.725,0.0,0.0
2024-07-09 23:00:00,0.0,50.91666666666666,7493.51,97.0,7396.51,0.0,0.0,0.0,0.0,29.641666666666666,0.0,0.0
2024-07-10 00:00:00,0.0,45.0,6688.93,42.0,6646.93,0.0,0.0,0.0,0.0,29.46666666666667,0.0,0.0
