Timestamp,PV(W),SOC(%),Battery(W),Meter(W),Load(W),MPP1(A),MPP2(A),MPP1(V),MPP2(V),IT1(°C),AVG,Difference
2023-10-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.433333333333334,0.0,0.0
2023-10-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.441666666666663,0.0,0.0
2023-10-18 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.45833333333333,0.0,0.0
2023-10-18 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.33333333333333,0.0,0.0
2023-10-18 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.21666666666667,0.0,0.0
2023-10-18 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0.0,0.0
2023-10-18 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.116666666666664,13.433333333333332,28.433333333333334,243.71176470588233,243.71176470588233
2023-10-18 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.94166666666666,324.825,28.441666666666663,1436.2176470588236,1436.2176470588236
2023-10-18 08:00:00,5286.55,0.0,0.0,0.0,5286.55,0.9166666666666666,0.5166666666666667,372.81666666666666,243.25,31.508333333333336,2502.3411764705884,-2784.208823529412
2023-10-18 09:00:00,18456.11,0.0,0.0,0.0,18456.11,3.3166666666666664,1.2333333333333334,390.60833333333335,197.95833333333331,39.25833333333333,2615.123529411765,-15840.986470588236
2023-10-18 10:00:00,30557.41,0.0,0.0,0.0,30557.41,4.741666666666666,2.0166666666666666,385.1666666666667,358.19166666666666,45.49166666666667,3433.588235294117,-27123.821764705885
2023-10-18 11:00:00,37576.12,0.0,0.0,0.0,37576.12,5.016666666666667,3.5083333333333333,379.44166666666666,350.2833333333333,49.65,3730.9705882352937,-33845.14941176471
2023-10-18 12:00:00,38452.28,0.0,0.0,0.0,38452.28,4.533333333333333,4.325,377.375,345.25833333333327,51.958333333333336,3817.6647058823532,-34634.61529411765
2023-10-18 13:00:00,46101.84,0.0,0.0,0.0,46101.84,4.7,6.183333333333334,377.01666666666665,333.4166666666667,55.65833333333333,3079.5647058823524,-43022.275294117644
2023-10-18 14:00:00,31914.2,0.0,0.0,0.0,31914.2,2.8000000000000003,4.741666666666666,374.9666666666667,338.8,52.68333333333334,2182.588235294117,-29731.611764705885
2023-10-18 15:00:00,19849.48,0.0,0.0,0.0,19849.48,1.95,2.725,372.2,340.71666666666664,46.99166666666667,971.7235294117646,-18877.756470588236
2023-10-18 16:00:00,18224.07,0.0,0.0,0.0,18224.07,1.2916666666666667,3.083333333333333,342.6333333333334,345.2,45.30833333333334,0.0,-18224.07
2023-10-18 17:00:00,3383.4,0.0,0.0,0.0,3383.4,0.4583333333333333,0.8833333333333333,199.4416666666667,207.225,40.40833333333333,0.0,-3383.4
2023-10-18 18:00:00,114.62,0.0,0.0,0.0,114.62,0.0166666666666666,0.0333333333333333,157.33333333333334,154.07500000000002,35.175,0.0,-114.62
2023-10-18 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.241666666666664,0.0,0.0
2023-10-18 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.866666666666664,0.0,0.0
2023-10-18 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.20833333333333,0.0,0.0
2023-10-18 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.808333333333334,0.0,0.0
2023-10-18 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.53333333333333,0.0,0.0
2023-10-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.416666666666668,0.0,0.0
2023-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.308333333333334,0.0,0.0
2023-10-19 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.35,0.0,0.0
2023-10-19 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.258333333333336,0.0,0.0
2023-10-19 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0.0,0.0
2023-10-19 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.141666666666666,0.0,0.0
2023-10-19 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.433333333333334,271.42352941176466,271.42352941176466
2023-10-19 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.69166666666666,270.875,28.416666666666668,1479.6352941176467,1479.6352941176467
2023-10-19 08:00:00,3878.98,0.0,0.0,0.0,3878.98,0.8333333333333334,0.3916666666666666,323.7,253.65,30.95,2264.288235294118,-1614.6917647058822
2023-10-19 09:00:00,13042.51,0.0,0.0,0.0,13042.51,2.308333333333333,1.0416666666666667,361.4333333333333,233.3166666666667,37.65,2380.2,-10662.310000000001
2023-10-19 10:00:00,28374.76,0.0,0.0,0.0,28374.76,4.033333333333333,2.5,374.775,344.3833333333334,44.10833333333333,2978.129411764706,-25396.630588235294
2023-10-19 11:00:00,19626.98,0.0,0.0,0.0,19626.98,2.525,2.1,370.7166666666667,330.725,45.1,3172.8529411764703,-16454.127058823527
2023-10-19 12:00:00,14252.92,0.0,0.0,0.0,14252.92,1.7,1.6833333333333331,371.5416666666667,326.8833333333333,42.76666666666667,3369.270588235294,-10883.649411764705
