,PV(W),SOC(%),Battery(W),Meter(W),Load(W),MPP1(A),MPP2(A),MPP1(V),MPP2(V),IT1(°C)
2024-11-12 00:00:00,0.0,5.0,0.0,-27543.0,27543.0,0.0,0.0,0.0,0.0,30.025000000000002
2024-11-12 01:00:00,0.0,5.0,0.0,-31701.0,31701.0,0.0,0.0,0.0,0.0,29.875
2024-11-12 02:00:00,0.0,5.0,0.0,-29799.0,29799.0,0.0,0.0,0.0,0.0,29.8
2024-11-12 03:00:00,0.0,5.0,0.0,-26937.0,26937.0,0.0,0.0,0.0,0.0,29.691666666666666
2024-11-12 04:00:00,0.0,5.0,0.0,-27719.0,27719.0,0.0,0.0,0.0,0.0,29.59166666666667
2024-11-12 05:00:00,0.0,5.0,0.0,-28285.0,28285.0,0.0,0.0,0.0,0.0,29.5
2024-11-12 06:00:00,0.0,5.0,0.0,-26739.0,26739.0,0.0,0.0,0.0,0.0,29.5
2024-11-12 07:00:00,0.0,5.0,0.0,-30702.0,30702.0,0.0,0.0,99.38333333333333,79.075,29.5
2024-11-12 08:00:00,523.35,5.0,0.0,-30772.0,31295.35,0.05000000000000001,0.016666666666666666,498.9916666666666,358.7583333333334,30.175
2024-11-12 09:00:00,5542.59,5.0,0.0,-33047.0,38589.590000000004,0.4166666666666667,0.31666666666666665,518.4833333333333,402.875,31.833333333333332
2024-11-12 10:00:00,12141.369999999999,5.0,0.0,-29475.0,41616.37,0.8250000000000001,0.7166666666666667,526.2166666666667,417.0,33.49166666666667
2024-11-12 11:00:00,17806.12,5.0,0.0,-19252.0,37058.12,1.1500000000000001,1.0416666666666667,539.4250000000001,424.97499999999997,35.28333333333333
2024-11-12 12:00:00,18310.29,5.0,0.0,-9270.0,27580.29,1.1916666666666667,1.0666666666666667,542.6166666666667,418.9666666666667,36.61666666666667
2024-11-12 13:00:00,15222.05,5.0,0.0,-14758.0,29980.05,0.9833333333333334,0.8916666666666666,540.9083333333333,416.05833333333334,36.791666666666664
2024-11-12 14:00:00,13478.35,5.0,0.0,-16200.0,29678.35,0.9249999999999999,0.7999999999999999,531.1583333333334,413.7,36.65
2024-11-12 15:00:00,8438.84,5.0,0.0,-18871.0,27309.84,0.5833333333333334,0.5083333333333333,528.6666666666666,405.47499999999997,35.99166666666667
2024-11-12 16:00:00,1969.1599999999999,5.0,0.0,-25074.0,27043.16,0.16666666666666666,0.09166666666666667,531.2416666666667,402.97499999999997,34.71666666666667
2024-11-12 17:00:00,52.66,5.0,0.0,-46410.0,46462.66,0.008333333333333333,0.0,433.10833333333335,322.0083333333333,33.225
2024-11-12 18:00:00,0.0,4.333333333333333,0.0,-59442.0,59442.0,0.0,0.0,42.34166666666667,25.108333333333334,31.583333333333332
2024-11-12 19:00:00,0.0,4.0,0.0,-60214.0,60214.0,0.0,0.0,0.0,0.0,30.733333333333334
2024-11-12 20:00:00,0.0,4.0,0.0,-60036.0,60036.0,0.0,0.0,0.0,0.0,30.275000000000002
2024-11-12 21:00:00,0.0,4.0,0.0,-53036.0,53036.0,0.0,0.0,0.0,0.0,30.0
2024-11-12 22:00:00,0.0,4.0,0.0,-39001.0,39001.0,0.0,0.0,0.0,0.0,29.808333333333334
2024-11-12 23:00:00,0.0,4.0,0.0,-43571.0,43571.0,0.0,0.0,0.0,0.0,29.608333333333334
2024-11-13 00:00:00,0.0,4.0,0.0,-38757.0,38757.0,0.0,0.0,0.0,0.0,29.441666666666666
2024-11-13 01:00:00,0.0,4.0,0.0,-40217.0,40217.0,0.0,0.0,0.0,0.0,29.308333333333334
2024-11-13 02:00:00,0.0,4.0,0.0,-29421.0,29421.0,0.0,0.0,0.0,0.0,29.208333333333332
2024-11-13 03:00:00,0.0,4.0,0.0,-27295.0,27295.0,0.0,0.0,0.0,0.0,29.2
2024-11-13 04:00:00,0.0,4.0,0.0,-28424.0,28424.0,0.0,0.0,0.0,0.0,29.2
2024-11-13 05:00:00,0.0,4.0,0.0,-26819.0,26819.0,0.0,0.0,0.0,0.0,29.108333333333334
2024-11-13 06:00:00,0.0,4.0,0.0,-26304.0,26304.0,0.0,0.0,0.0,0.0,29.100000000000005
2024-11-13 07:00:00,0.0,4.0,0.0,-32316.0,32316.0,0.0,0.0,88.625,77.56666666666666,29.100000000000005
2024-11-13 08:00:00,207.51,4.0,0.0,-50194.0,50401.51,0.03333333333333333,0.0,484.7916666666667,369.05,29.775000000000002
2024-11-13 09:00:00,2881.03,4.0,0.0,-50098.0,52979.03,0.21666666666666667,0.16666666666666666,535.0749999999999,396.98333333333335,31.041666666666668
2024-11-13 10:00:00,7552.9,4.0,0.0,-40648.0,48200.9,0.5166666666666667,0.44166666666666665,535.6333333333333,406.675,32.208333333333336
2024-11-13 11:00:00,12425.27,4.0,0.0,-36807.0,49232.270000000004,0.8416666666666667,0.7166666666666667,532.15,408.69166666666666,33.63333333333333
2024-11-13 12:00:00,12439.380000000001,4.0,0.0,-57258.0,69697.38,0.8333333333333334,0.75,527.4250000000001,409.7916666666667,34.708333333333336
2024-11-13 13:00:00,14725.220000000001,4.0,0.0,-46998.0,61723.22,0.975,0.8666666666666667,529.5166666666667,412.0916666666667,35.38333333333333
2024-11-13 14:00:00,11538.37,4.25,-6019.35,-98853.0,104372.02,0.775,0.6833333333333332,536.025,408.1333333333334,35.49166666666667
2024-11-13 15:00:00,6595.72,7.0,0.0,-100265.0,106860.72,0.4583333333333333,0.35833333333333334,531.6833333333333,405.9916666666666,35.15833333333333
2024-11-13 16:00:00,3951.83,6.75,0.0,-135817.0,139768.83000000002,0.2833333333333333,0.2333333333333333,529.6916666666667,403.90000000000003,33.949999999999996
