,PV(W),SOC(%),Battery(W),Meter(W),Load(W),MPP1(A),MPP2(A),MPP1(V),MPP2(V),IT1(°C)
2025-02-18 00:00:00,0.0,6.0,0.0,-19037.0,19037.0,0.0,0.0,0.0,0.0,24.491666666666664
2025-02-18 01:00:00,0.0,6.0,0.0,-25380.0,25380.0,0.0,0.0,0.0,0.0,24.45
2025-02-18 02:00:00,0.0,6.0,0.0,-14680.0,14680.0,0.0,0.0,0.0,0.0,24.441666666666666
2025-02-18 03:00:00,0.0,6.0,0.0,-36257.0,36257.0,0.0,0.0,0.0,0.0,24.458333333333332
2025-02-18 04:00:00,0.0,6.0,0.0,-2134.0,2134.0,0.0,0.0,0.0,0.0,24.424999999999997
2025-02-18 05:00:00,0.0,6.0,0.0,-2117.0,2117.0,0.0,0.0,0.0,0.0,24.399999999999995
2025-02-18 06:00:00,0.0,6.0,0.0,-20322.0,20322.0,0.0,0.0,0.0,0.0,24.34166666666667
2025-02-18 07:00:00,0.0,6.0,0.0,-35904.0,35904.0,0.0,0.0,102.80833333333334,108.61666666666667,24.325
2025-02-18 08:00:00,840.6999999999999,5.333333333333333,0.0,-13347.0,14187.7,0.17500000000000002,0.10833333333333334,254.625,202.21666666666667,25.325
2025-02-18 09:00:00,16728.69,5.0,0.0,-25770.0,42498.69,1.5666666666666667,1.4333333333333333,493.5333333333333,345.60833333333335,28.691666666666666
2025-02-18 10:00:00,52898.81,5.0,0.0,-2371.0,55269.81,4.2,4.1000000000000005,568.6999999999999,492.50833333333327,36.40833333333333
2025-02-18 11:00:00,86820.14,5.0,0.0,-10662.0,97482.14,6.983333333333333,6.908333333333332,557.5333333333333,484.19166666666666,45.824999999999996
2025-02-18 12:00:00,112203.91,5.0,0.0,-3039.0,115242.91,9.208333333333334,9.083333333333334,545.75,476.375,56.00833333333333
2025-02-18 13:00:00,122039.2,5.0,0.0,-35949.0,157988.2,10.725,8.891666666666667,534.9,499.10833333333335,63.10833333333333
2025-02-18 14:00:00,122548.8,5.0,0.0,-2777.0,125325.8,11.066666666666668,8.608333333333333,530.4499999999999,504.4916666666666,65.575
2025-02-18 15:00:00,117099.46,5.0,0.0,-13480.0,130579.46,9.825000000000001,9.375,538.625,476.65000000000003,65.72500000000001
2025-02-18 16:00:00,62519.9,5.0,0.0,-24765.0,87284.9,5.508333333333333,4.291666666666667,567.2166666666667,492.69166666666666,54.11666666666667
2025-02-18 17:00:00,15954.7,5.0,0.0,-18837.0,34791.7,1.4916666666666665,1.4749999999999999,486.22499999999997,339.26666666666665,39.458333333333336
2025-02-18 18:00:00,1293.69,5.0,0.0,-19178.0,20471.69,0.24166666666666667,0.19166666666666668,245.74166666666667,198.5,31.458333333333332
2025-02-18 19:00:00,0.0,5.0,0.0,-50627.0,50627.0,0.0,0.0,72.59166666666667,30.350000000000005,27.0
2025-02-18 20:00:00,0.0,5.0,0.0,-19627.0,19627.0,0.0,0.0,0.0,0.0,25.75
2025-02-18 21:00:00,0.0,5.0,0.0,-45474.0,45474.0,0.0,0.0,0.0,0.0,25.21666666666667
2025-02-18 22:00:00,0.0,5.0,0.0,-2115.0,2115.0,0.0,0.0,0.0,0.0,24.941666666666666
2025-02-18 23:00:00,0.0,5.0,0.0,-46494.0,46494.0,0.0,0.0,0.0,0.0,24.733333333333334
2025-02-19 00:00:00,0.0,5.0,0.0,-2105.0,2105.0,0.0,0.0,0.0,0.0,24.641666666666666
2025-02-19 01:00:00,0.0,5.0,0.0,-42190.0,42190.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-19 02:00:00,0.0,4.833333333333333,0.0,-14340.0,14340.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-19 03:00:00,0.0,4.0,0.0,-36428.0,36428.0,0.0,0.0,0.0,0.0,24.53333333333333
2025-02-19 04:00:00,0.0,4.0,0.0,-2936.0,2936.0,0.0,0.0,0.0,0.0,24.5
2025-02-19 05:00:00,0.0,4.0,0.0,-36513.0,36513.0,0.0,0.0,0.0,0.0,24.474999999999998
2025-02-19 06:00:00,0.0,4.0,0.0,-20885.0,20885.0,0.0,0.0,0.0,0.0,24.433333333333334
2025-02-19 07:00:00,0.0,4.0,0.0,-14851.0,14851.0,0.0,0.0,125.48333333333333,82.73333333333333,24.424999999999997
2025-02-19 08:00:00,886.85,4.0,0.0,-25262.0,26148.85,0.17500000000000002,0.10833333333333334,260.84999999999997,211.0583333333333,25.425
2025-02-19 09:00:00,15647.32,4.0,0.0,-2095.0,17742.32,1.4833333333333334,1.3833333333333335,458.8666666666666,335.76666666666665,28.558333333333334
2025-02-19 10:00:00,55817.54,4.0,0.0,-30843.0,86660.54,4.433333333333333,4.358333333333333,566.8666666666667,490.625,37.21666666666667
2025-02-19 11:00:00,91232.79,4.0,0.0,-11036.0,102268.79000000001,7.341666666666666,7.266666666666667,557.6999999999999,483.625,47.38333333333333
2025-02-19 12:00:00,116346.20999999999,4.0,0.0,-3032.0,119378.20999999999,9.700000000000001,9.299999999999999,541.1083333333333,478.59999999999997,58.125
2025-02-19 13:00:00,122498.76000000001,4.0,0.0,-3760.0,126258.76000000001,11.266666666666666,8.583333333333334,522.9499999999999,503.0833333333333,64.40833333333333
2025-02-19 14:00:00,122808.48,4.0,0.0,-2515.0,125323.48,11.691666666666668,8.491666666666667,510.375,502.52500000000003,66.59166666666667
2025-02-19 15:00:00,121223.37,4.0,0.0,-30193.0,151416.37,10.700000000000001,9.591666666666667,516.3666666666667,478.47499999999997,67.79166666666667
2025-02-19 16:00:00,66204.62,4.0,0.0,-1923.0,68127.62,6.1000000000000005,4.391666666666667,556.7833333333334,500.59166666666664,56.35833333333333
2025-02-19 17:00:00,15914.32,4.0,0.0,-1757.0,17671.32,1.4416666666666667,1.5083333333333335,498.36666666666673,343.8416666666667,39.15833333333333
2025-02-19 18:00:00,1018.4,4.0,0.0,-36701.0,37719.4,0.19999999999999998,0.18333333333333335,218.48333333333335,213.225,31.391666666666666
2025-02-19 19:00:00,0.0,4.0,0.0,-2200.0,2200.0,0.0,0.0,73.21666666666667,29.691666666666666,27.008333333333336
2025-02-19 20:00:00,0.0,4.0,0.0,-30196.0,30196.0,0.0,0.0,0.0,0.0,25.683333333333334
2025-02-19 21:00:00,0.0,3.1666666666666665,0.0,-13893.0,13893.0,0.0,0.0,0.0,0.0,25.2
2025-02-19 22:00:00,0.0,3.0,0.0,-19305.0,19305.0,0.0,0.0,0.0,0.0,24.933333333333334
2025-02-19 23:00:00,0.0,3.0,0.0,-8301.0,8301.0,0.0,0.0,0.0,0.0,24.766666666666666
2025-02-20 00:00:00,0.0,3.0,0.0,-30624.0,30624.0,0.0,0.0,0.0,0.0,24.7
2025-02-20 01:00:00,0.0,3.0,0.0,-2089.0,2089.0,0.0,0.0,0.0,0.0,24.683333333333334
2025-02-20 02:00:00,0.0,3.0,0.0,-30627.0,30627.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-20 03:00:00,0.0,3.0,0.0,-2111.0,2111.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-20 04:00:00,0.0,3.0,0.0,-30683.0,30683.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-20 05:00:00,0.0,3.0,0.0,-2100.0,2100.0,0.0,0.0,0.0,0.0,24.566666666666666
2025-02-20 06:00:00,0.0,3.0,0.0,-36682.0,36682.0,0.0,0.0,0.0,0.0,24.5
2025-02-20 07:00:00,0.0,3.0,0.0,-2050.0,2050.0,0.0,0.0,126.375,124.59166666666665,24.474999999999998
2025-02-20 08:00:00,901.67,3.0,0.0,-36535.0,37436.67,0.18333333333333335,0.11666666666666668,262.875,206.525,25.5
2025-02-20 09:00:00,6915.62,3.0,0.0,-9274.0,16189.62,0.9500000000000001,0.8416666666666667,382.9166666666667,231.61666666666667,27.766666666666666
2025-02-20 10:00:00,16758.71,3.0,0.0,-2901.0,19659.71,1.5083333333333335,1.4666666666666668,559.9583333333334,345.0416666666667,29.691666666666666
2025-02-20 11:00:00,34233.5,3.0,0.0,-2237.0,36470.5,2.9,2.7416666666666667,542.125,472.93333333333334,35.00833333333333
2025-02-20 12:00:00,66824.72,3.0,0.0,-2700.0,69524.72,5.666666666666667,5.3999999999999995,532.975,473.625,40.449999999999996
2025-02-20 13:00:00,116286.42,5.083333333333333,-9310.85,-15736.0,122711.57,9.875,9.65,528.125,463.9583333333333,56.26666666666667
2025-02-20 14:00:00,119271.86,10.0,-185.89999999999998,-2456.0,121541.96,10.225,10.0,523.6750000000001,458.5333333333333,63.25
2025-02-20 15:00:00,109435.32,10.0,0.0,-2240.0,111675.32,9.391666666666667,9.225,522.6166666666667,456.6166666666666,63.458333333333336
2025-02-20 16:00:00,59798.28,10.0,0.0,-3263.0,63061.28,5.308333333333334,4.2250000000000005,556.7,496.8833333333334,52.550000000000004
2025-02-20 17:00:00,16847.14,10.0,0.0,-29838.0,46685.14,1.55,1.5166666666666666,558.8666666666667,323.64166666666665,39.24166666666667
2025-02-20 18:00:00,1063.0,10.0,0.0,-1489.0,2552.0,0.20833333333333334,0.17500000000000002,244.24166666666667,209.54166666666666,31.441666666666666
2025-02-20 19:00:00,0.0,10.0,0.0,-12522.0,12522.0,0.0,0.0,65.7,34.041666666666664,26.875
2025-02-20 20:00:00,0.0,10.0,0.0,-19159.0,19159.0,0.0,0.0,0.0,0.0,25.608333333333334
2025-02-20 21:00:00,0.0,10.0,0.0,-1414.0,1414.0,0.0,0.0,0.0,0.0,25.125
2025-02-20 22:00:00,0.0,10.0,0.0,-31086.0,31086.0,0.0,0.0,0.0,0.0,24.88333333333333
2025-02-20 23:00:00,0.0,10.0,0.0,-1738.0,1738.0,0.0,0.0,0.0,0.0,24.733333333333334
2025-02-21 00:00:00,0.0,10.0,0.0,-1998.0,1998.0,0.0,0.0,0.0,0.0,24.641666666666666
2025-02-21 01:00:00,0.0,9.416666666666666,0.0,-36348.0,36348.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-21 02:00:00,0.0,9.0,0.0,-2215.0,2215.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-21 03:00:00,0.0,9.0,0.0,-35769.0,35769.0,0.0,0.0,0.0,0.0,24.53333333333333
2025-02-21 04:00:00,0.0,9.0,0.0,-9518.0,9518.0,0.0,0.0,0.0,0.0,24.5
2025-02-21 05:00:00,0.0,9.0,0.0,-7712.0,7712.0,0.0,0.0,0.0,0.0,24.474999999999998
2025-02-21 06:00:00,0.0,9.0,0.0,-18022.0,18022.0,0.0,0.0,0.0,0.0,24.441666666666666
2025-02-21 07:00:00,0.0,9.0,0.0,-42441.0,42441.0,0.0,0.0,121.60833333333333,96.41666666666667,24.424999999999997
2025-02-21 08:00:00,491.08,9.0,-30.78,-8699.0,9159.3,0.10833333333333334,0.05000000000000001,265.56666666666666,193.09166666666667,25.241666666666664
2025-02-21 09:00:00,8284.57,9.0,0.0,-35266.0,43550.57,0.9916666666666667,0.8833333333333333,381.2916666666667,267.45,27.558333333333334
2025-02-21 10:00:00,39383.5,9.0,0.0,-2557.0,41940.5,3.3166666666666664,3.1833333333333336,536.2166666666667,472.625,32.800000000000004
2025-02-21 11:00:00,73550.72,9.0,0.0,-2172.0,75722.72,6.1000000000000005,5.991666666666667,542.8083333333333,470.7,43.041666666666664
2025-02-21 12:00:00,95000.65,9.0,0.0,-2092.0,97092.65,8.141666666666667,7.9750000000000005,523.7166666666667,458.125,50.96666666666667
2025-02-21 13:00:00,90335.42,9.0,-464.25,-1878.0,91749.17,7.708333333333333,7.541666666666667,526.1750000000001,461.2916666666667,52.46666666666667
2025-02-21 14:00:00,101802.79000000001,9.0,0.0,-2194.0,103996.79,8.783333333333333,8.583333333333334,521.9333333333333,454.59166666666664,58.80833333333334
2025-02-21 15:00:00,69945.99,9.0,0.0,-1483.0,71428.99,5.9750000000000005,5.808333333333334,530.3083333333333,457.98333333333335,51.65833333333333
2025-02-21 16:00:00,40292.990000000005,9.0,0.0,-2300.0,42592.990000000005,3.4916666666666667,3.0,547.1416666666667,485.52500000000003,43.083333333333336
2025-02-21 17:00:00,19610.08,9.0,0.0,-1762.0,21372.08,1.7333333333333334,1.6333333333333335,553.5916666666666,380.7083333333333,36.19166666666667
2025-02-21 18:00:00,1933.84,9.0,0.0,-44125.0,46058.84,0.3666666666666667,0.30833333333333335,242.1,213.54999999999998,30.833333333333332
2025-02-21 19:00:00,0.0,9.0,0.0,-1746.0,1746.0,0.0,0.0,84.44166666666666,23.558333333333334,26.71666666666667
2025-02-21 20:00:00,0.0,9.0,0.0,-12394.0,12394.0,0.0,0.0,0.0,0.0,25.483333333333334
2025-02-21 21:00:00,0.0,9.0,0.0,-30436.0,30436.0,0.0,0.0,0.0,0.0,25.058333333333334
2025-02-21 22:00:00,0.0,9.0,0.0,-1750.0,1750.0,0.0,0.0,0.0,0.0,24.849999999999998
2025-02-21 23:00:00,0.0,9.0,0.0,-46049.0,46049.0,0.0,0.0,0.0,0.0,24.71666666666667
2025-02-22 00:00:00,0.0,9.0,0.0,-1666.0,1666.0,0.0,0.0,0.0,0.0,24.666666666666668
2025-02-22 01:00:00,0.0,9.0,0.0,-41191.0,41191.0,0.0,0.0,0.0,0.0,24.61666666666667
2025-02-22 02:00:00,0.0,9.0,0.0,-2218.0,2218.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-22 03:00:00,0.0,9.0,0.0,-42200.0,42200.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-22 04:00:00,0.0,9.0,0.0,-2229.0,2229.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-22 05:00:00,0.0,8.5,0.0,-2223.0,2223.0,0.0,0.0,0.0,0.0,24.516666666666666
2025-02-22 06:00:00,0.0,8.0,0.0,-19089.0,19089.0,0.0,0.0,0.0,0.0,24.46666666666667
2025-02-22 07:00:00,0.0,8.0,-92.22,-42636.0,42543.78,0.0,0.0,151.17499999999998,101.85000000000001,24.516666666666666
2025-02-22 08:00:00,1762.59,8.0,0.0,-3699.0,5461.59,0.3333333333333333,0.24166666666666667,265.5833333333333,218.775,25.900000000000002
2025-02-22 09:00:00,20127.42,8.0,0.0,-35769.0,55896.42,1.8166666666666667,1.7083333333333333,515.525,383.25,29.491666666666664
2025-02-22 10:00:00,35556.68,8.0,0.0,-14370.0,49926.68,2.9250000000000003,2.7916666666666665,552.0,481.3666666666666,34.775
2025-02-22 11:00:00,50585.37,8.0,0.0,-2297.0,52882.37,4.175,4.033333333333333,546.525,478.14166666666665,37.63333333333333
2025-02-22 12:00:00,69399.78,8.0,0.0,-2211.0,71610.78,5.7749999999999995,5.6499999999999995,540.775,471.5333333333333,43.00833333333333
2025-02-22 13:00:00,87332.48,8.0,0.0,-2112.0,89444.48,7.408333333333332,7.25,528.3916666666667,464.2916666666667,49.09166666666667
2025-02-22 14:00:00,116381.94,8.666666666666666,-1454.4699999999998,-2907.0,117834.47,10.025,9.783333333333333,520.5,458.10833333333335,60.225
2025-02-22 15:00:00,108085.42,9.0,-371.12,-2161.0,109875.3,9.316666666666666,9.116666666666667,520.4333333333334,456.0833333333333,62.69166666666666
2025-02-22 16:00:00,61979.619999999995,9.0,0.0,-1745.0,63724.619999999995,5.516666666666667,4.516666666666667,547.2833333333334,490.9666666666667,52.18333333333334
2025-02-22 17:00:00,16674.99,9.0,0.0,-1990.0,18664.99,1.5916666666666668,1.3666666666666665,423.6416666666667,366.7916666666667,38.225
2025-02-22 18:00:00,665.36,9.0,0.0,-33860.0,34525.36,0.15,0.09166666666666667,233.1833333333333,218.5666666666667,30.40833333333333
2025-02-22 19:00:00,0.0,9.0,0.0,-1541.0,1541.0,0.0,0.0,77.06666666666666,55.81666666666666,26.833333333333332
2025-02-22 20:00:00,0.0,9.0,0.0,-18785.0,18785.0,0.0,0.0,0.0,0.0,25.633333333333336
2025-02-22 21:00:00,0.0,9.0,0.0,-19423.0,19423.0,0.0,0.0,0.0,0.0,25.21666666666667
2025-02-22 22:00:00,0.0,9.0,0.0,-1927.0,1927.0,0.0,0.0,0.0,0.0,24.974999999999998
2025-02-22 23:00:00,0.0,9.0,0.0,-30239.0,30239.0,0.0,0.0,0.0,0.0,24.858333333333334
2025-02-23 00:00:00,0.0,9.0,0.0,-1756.0,1756.0,0.0,0.0,0.0,0.0,24.78333333333333
2025-02-23 01:00:00,0.0,9.0,0.0,-7606.0,7606.0,0.0,0.0,0.0,0.0,24.666666666666668
2025-02-23 02:00:00,0.0,9.0,0.0,-29916.0,29916.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-23 03:00:00,0.0,9.0,0.0,-1680.0,1680.0,0.0,0.0,0.0,0.0,24.625
2025-02-23 04:00:00,0.0,9.0,0.0,-29924.0,29924.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-23 05:00:00,0.0,9.0,0.0,-1767.0,1767.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-23 06:00:00,0.0,9.0,0.0,-1763.0,1763.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-23 07:00:00,0.0,8.75,0.0,-30614.0,30614.0,0.0,0.0,119.7,73.14166666666667,24.600000000000005
2025-02-23 08:00:00,344.46,8.0,0.0,-1946.0,2290.46,0.09166666666666667,0.03333333333333333,223.85,203.15,25.40833333333333
2025-02-23 09:00:00,3399.24,8.0,0.0,-1590.0,4989.24,0.5666666666666668,0.4583333333333333,273.71666666666664,225.20833333333334,26.816666666666666
2025-02-23 10:00:00,16546.26,8.0,0.0,-1682.0,18228.26,1.5250000000000001,1.4583333333333333,546.0666666666667,366.14166666666665,29.75833333333333
2025-02-23 11:00:00,17349.86,8.0,0.0,-21258.0,38607.86,1.6166666666666665,1.5333333333333332,537.3916666666667,348.22499999999997,30.625
2025-02-23 12:00:00,47146.54,8.0,0.0,-2137.0,49283.54,3.983333333333333,3.8249999999999997,536.2916666666666,467.7083333333333,36.608333333333334
2025-02-23 13:00:00,30830.989999999998,8.0,0.0,-1877.0,32707.989999999998,2.6833333333333336,2.4916666666666667,527.775,462.3666666666666,36.44166666666667
2025-02-23 14:00:00,34777.49,8.0,0.0,-1822.0,36599.49,3.033333333333333,2.85,528.3833333333333,437.2083333333333,36.175000000000004
2025-02-23 15:00:00,10359.8,8.0,0.0,-2798.0,13157.8,1.1916666666666667,1.0666666666666667,436.8833333333334,272.78333333333336,32.291666666666664
2025-02-23 16:00:00,24773.25,8.0,0.0,-8711.0,33484.25,2.15,1.9749999999999999,533.3833333333333,464.95,33.55833333333333
2025-02-23 17:00:00,12824.14,8.0,0.0,-32987.0,45811.14,1.2916666666666667,1.1833333333333333,455.19166666666666,325.7916666666667,34.266666666666666
2025-02-23 18:00:00,1126.67,8.0,0.0,-1480.0,2606.67,0.24166666666666667,0.17500000000000002,231.79166666666666,207.09166666666667,29.458333333333332
2025-02-23 19:00:00,0.0,8.0,0.0,-23538.0,23538.0,0.0,0.0,86.89999999999999,60.083333333333336,26.233333333333334
2025-02-23 20:00:00,0.0,8.0,0.0,-27156.0,27156.0,0.0,0.0,0.0,0.0,25.21666666666667
2025-02-23 21:00:00,0.0,8.0,0.0,-1722.0,1722.0,0.0,0.0,0.0,0.0,24.866666666666664
2025-02-23 22:00:00,0.0,8.0,0.0,-40488.0,40488.0,0.0,0.0,0.0,0.0,24.708333333333332
2025-02-23 23:00:00,0.0,8.0,0.0,-14723.0,14723.0,0.0,0.0,0.0,0.0,24.691666666666666
2025-02-24 00:00:00,0.0,8.0,0.0,-1757.0,1757.0,0.0,0.0,0.0,0.0,24.633333333333336
2025-02-24 01:00:00,0.0,8.0,0.0,-45734.0,45734.0,0.0,0.0,0.0,0.0,24.600000000000005
2025-02-24 02:00:00,0.0,7.25,0.0,-1678.0,1678.0,0.0,0.0,0.0,0.0,24.59166666666667
2025-02-24 03:00:00,0.0,7.0,0.0,-35345.0,35345.0,0.0,0.0,0.0,0.0,24.525000000000002
2025-02-24 04:00:00,0.0,7.0,0.0,-20780.0,20780.0,0.0,0.0,0.0,0.0,24.575000000000003
2025-02-24 05:00:00,0.0,7.0,0.0,-1670.0,1670.0,0.0,0.0,0.0,0.0,24.566666666666666
2025-02-24 06:00:00,0.0,7.0,0.0,-17885.0,17885.0,0.0,0.0,0.0,0.0,24.491666666666664
2025-02-24 07:00:00,0.0,7.0,0.0,-41738.0,41738.0,0.0,0.0,138.11666666666667,136.94166666666666,24.491666666666664
2025-02-24 08:00:00,1460.9,7.0,0.0,-2225.0,3685.9,0.30833333333333335,0.19166666666666665,244.25833333333333,210.41666666666666,25.808333333333334
2025-02-24 09:00:00,18355.93,7.0,0.0,-15131.0,33486.93,1.6916666666666667,1.5083333333333335,529.5333333333333,359.69166666666666,29.075
2025-02-24 10:00:00,54702.66,7.0,0.0,-35624.0,90326.66,4.441666666666666,4.316666666666666,556.1416666666667,485.01666666666665,36.99166666666667
2025-02-24 11:00:00,81319.97,7.0,0.0,-2177.0,83496.97,6.816666666666666,6.7,534.8583333333333,468.0833333333333,45.833333333333336
2025-02-24 12:00:00,110633.91,7.0,-30.67,-2192.0,112795.23999999999,9.549999999999999,9.375,519.4833333333333,454.51666666666665,56.59166666666667
2025-02-24 13:00:00,90928.85,7.583333333333333,-554.94,-2870.0,93243.91,7.95,7.766666666666667,512.3083333333334,448.6166666666666,59.699999999999996
2025-02-24 14:00:00,51635.75,8.0,0.0,-1701.0,53336.75,4.466666666666667,4.225,525.3666666666667,464.1166666666666,48.775
2025-02-24 15:00:00,45172.2,8.0,0.0,-2176.0,47348.2,3.8833333333333333,3.716666666666667,529.6166666666667,459.1666666666667,42.541666666666664
2025-02-24 16:00:00,21585.73,7.0,0.0,-1430.0,23015.73,1.9333333333333333,1.825,533.8666666666667,400.19166666666666,37.59166666666667
2025-02-24 17:00:00,5919.52,7.0,0.0,-1442.0,7361.52,0.8166666666666668,0.7083333333333334,380.89166666666665,224.71666666666667,32.06666666666667
