,PV(W),SOC(%),Battery(W),Meter(W),Load(W),MPP1(A),MPP2(A),MPP1(V),MPP2(V),IT1(°C)
2023-02-01 00:00:00,0.0,4.25,0.0,-1393.0,1393.0,0.0,0.0,0.0,0.0,22.424999999999997
2023-02-01 01:00:00,0.0,4.0,0.0,-1026.0,1026.0,0.0,0.0,0.0,0.0,22.441666666666666
2023-02-01 02:00:00,0.0,4.0,0.0,-1166.0,1166.0,0.0,0.0,0.0,0.0,22.5
2023-02-01 03:00:00,0.0,4.0,0.0,-1393.0,1393.0,0.0,0.0,0.0,0.0,22.491666666666664
2023-02-01 04:00:00,0.0,4.0,0.0,-1165.0,1165.0,0.0,0.0,0.0,0.0,22.483333333333334
2023-02-01 05:00:00,0.0,4.0,0.0,-2221.0,2221.0,0.0,0.0,0.0,0.0,22.433333333333334
2023-02-01 06:00:00,0.0,3.8333333333333335,0.0,-1924.0,1924.0,0.0,0.0,6.0249999999999995,6.091666666666666,22.474999999999998
2023-02-01 07:00:00,73.82,3.0,0.0,-1327.0,1400.82,0.03333333333333333,0.0,176.46666666666667,177.61666666666667,22.599999999999998
2023-02-01 08:00:00,1614.9099999999999,3.25,0.0,-564.0,2178.91,0.425,0.2833333333333333,189.65833333333333,190.625,23.941666666666666
2023-02-01 09:00:00,1671.67,4.0,0.0,-504.0,2175.67,0.44166666666666665,0.2916666666666667,189.95833333333334,189.95833333333334,24.941666666666666
2023-02-01 10:00:00,11987.65,7.833333333333333,0.0,64.0,11923.65,1.5833333333333333,1.3666666666666665,348.40000000000003,271.97499999999997,26.78333333333333
2023-02-01 11:00:00,14318.21,22.833333333333332,0.0,315.0,14003.21,1.7666666666666666,1.5166666666666666,378.5416666666667,336.6333333333333,29.325
2023-02-01 12:00:00,5466.09,32.083333333333336,0.0,64.0,5402.09,0.9666666666666667,0.7666666666666666,255.51666666666665,217.525,28.266666666666666
2023-02-01 13:00:00,10222.02,37.083333333333336,0.0,177.0,10045.02,1.3833333333333335,1.2,373.5416666666667,264.3666666666667,28.208333333333332
2023-02-01 14:00:00,3794.02,41.666666666666664,0.0,296.0,3498.02,0.775,0.6166666666666667,239.525,193.60833333333335,27.575
2023-02-01 15:00:00,1260.56,40.916666666666664,0.0,149.0,1111.56,0.325,0.21666666666666667,195.1,185.79999999999998,26.45
2023-02-01 16:00:00,230.6,37.666666666666664,0.0,182.0,82.65,0.10000000000000002,0.0,192.16666666666666,165.86666666666667,25.458333333333332
2023-02-01 17:00:00,0.0,33.75,0.0,-36.0,67.0,0.0,0.0,139.13333333333333,98.575,24.775000000000002
2023-02-01 18:00:00,0.0,30.666666666666668,0.0,55.0,51.0,0.0,0.0,0.0,0.0,24.21666666666667
2023-02-01 19:00:00,0.0,27.666666666666668,0.0,138.0,4.0,0.0,0.0,0.0,0.0,24.025000000000002
2023-02-01 20:00:00,0.0,23.75,0.0,36.0,50.0,0.0,0.0,0.0,0.0,24.016666666666666
2023-02-01 21:00:00,0.0,20.416666666666668,0.0,8.0,80.0,0.0,0.0,0.0,0.0,23.958333333333332
2023-02-01 22:00:00,0.0,17.5,0.0,38.0,34.0,0.0,0.0,0.0,0.0,23.849999999999998
2023-02-01 23:00:00,0.0,13.833333333333334,0.0,-129.0,129.0,0.0,0.0,0.0,0.0,23.808333333333334
2023-02-02 00:00:00,0.0,11.583333333333334,0.0,105.0,0.0,0.0,0.0,0.0,0.0,23.75
2023-02-02 01:00:00,0.0,9.916666666666666,0.0,88.0,0.0,0.0,0.0,0.0,0.0,23.733333333333334
2023-02-02 02:00:00,0.0,8.416666666666666,0.0,127.0,0.0,0.0,0.0,0.0,0.0,23.775000000000002
2023-02-02 03:00:00,0.0,6.333333333333333,0.0,109.0,56.0,0.0,0.0,0.0,0.0,23.708333333333332
2023-02-02 04:00:00,0.0,7.0,0.0,-5217.0,5217.0,0.0,0.0,0.0,0.0,23.925
2023-02-02 05:00:00,0.0,8.0,0.0,-2313.0,2313.0,0.0,0.0,0.0,0.0,22.825
2023-02-02 06:00:00,0.0,8.0,0.0,-2076.0,2076.0,0.0,0.0,12.116666666666667,12.25,22.608333333333334
2023-02-02 07:00:00,57.71000000000001,7.333333333333333,0.0,-1556.0,1613.71,0.025000000000000005,0.0,182.83333333333334,179.99166666666667,22.633333333333336
2023-02-02 08:00:00,1049.81,7.0,0.0,-812.0,1861.81,0.27499999999999997,0.17500000000000002,194.98333333333335,188.95833333333334,23.666666666666668
2023-02-02 09:00:00,4428.73,8.25,0.0,-96.0,4524.73,0.875,0.7083333333333334,260.56666666666666,194.4333333333333,25.525000000000002
2023-02-02 10:00:00,5763.3099999999995,11.25,0.0,424.0,5339.3099999999995,0.9916666666666667,0.8250000000000001,305.5416666666667,197.59166666666667,26.625
2023-02-02 11:00:00,5134.08,14.0,0.0,247.0,4887.08,0.9249999999999999,0.7583333333333333,297.6083333333333,194.9416666666667,26.983333333333334
2023-02-02 12:00:00,6107.18,16.0,0.0,175.0,5932.18,1.0416666666666667,0.875,312.7083333333333,196.04166666666666,27.141666666666666
2023-02-02 13:00:00,4817.02,19.333333333333332,0.0,92.0,4725.02,0.9166666666666666,0.7666666666666666,267.34166666666664,194.4333333333333,27.291666666666668
2023-02-02 14:00:00,2611.48,20.0,0.0,139.0,2472.48,0.6333333333333333,0.48333333333333334,195.17499999999998,194.21666666666667,26.599999999999998
2023-02-02 15:00:00,2622.92,19.833333333333332,0.0,-123.0,2745.92,0.6416666666666667,0.48333333333333334,195.125,192.95833333333334,26.59166666666667
2023-02-02 16:00:00,1069.09,17.916666666666668,0.0,-120.0,1189.09,0.3,0.15833333333333335,193.9333333333333,194.85,25.875
2023-02-02 17:00:00,56.86,14.75,0.0,13.0,139.86,0.025000000000000005,0.0,149.89166666666668,118.34166666666665,24.733333333333334
