date,PV(W)_sum,PV(W)_mean,PV(W)_std,PV(W)_max,Battery(W)_mean,SOC(%)_mean,Load(W)_mean,Difference_mean,Difference_std,Difference_min,diff_mean_30d_avg
2024-09-04,0.5898614700553768,0.5898614700553769,0.6650645658938082,0.8397153195486711,0.443119774097522,0.9898914820871116,0.01789102984262155,0.4326753143290504,0.6484894319703375,0.178271681538547,0.025440891142232323
2024-09-05,0.8779029869994551,0.8779029869994552,0.8704657039607364,0.8880639204332689,0.44069814737460933,0.9929389029284971,0.04292038320256888,0.12888610269750825,0.8641375324516534,0.10919450128453703,0.009905090665468689
2024-09-06,0.675364388883233,0.675364388883233,0.6918604112722494,0.7722986919335546,0.42533359792052605,0.9918611565333729,0.01668637123644614,0.3443406589705838,0.6714454384221168,0.23917029344764854,0.0154325688207996
2024-09-07,0.9068599439699155,0.9068599439699156,0.8771271588313528,0.8782398770892579,0.43683755093439686,1.0,0.02849578796826754,0.10304390510833643,0.8679291677118522,0.1268011525732147,0.0
2024-09-08,0.47982800559453026,0.4798280055945303,0.5743127989391635,0.7001469194211383,0.5235892789030439,0.9823100936524455,0.032858111858094174,0.5350166210796854,0.5618795193079121,0.3041840274159808,0.020698361882745903
2024-09-09,0.312280129437978,0.312280129437978,0.3689210757202798,0.4357671115333671,0.3313816951682374,0.9212501858183438,0.0057150512851166495,0.7102405779845445,0.3515423042635062,0.5584420221411175,0.05262411358832989
2024-09-10,0.4730416315860929,0.473041631586093,0.5424303291634254,0.6897381941279307,0.41355431742858795,0.9978445072097516,0.010764584387580448,0.5494540382836025,0.5244423400727133,0.3210177739798935,0.06988873344491557
2024-09-11,0.1995750961757508,0.19957509617575084,0.2527169067049294,0.3766519233690896,0.530158694834902,0.9689683365541846,0.02091747871486661,0.8237432619720002,0.23255847583630967,0.6359733869766204,0.10450656519986808
2024-09-12,0.41470055611096623,0.41470055611096623,0.4255568374695032,0.43736435203314133,0.367598833784311,0.8900698676973391,0.010144377696333324,0.6099598693486245,0.39353443810099226,0.5797124058423002,0.12200685754971823
2024-09-13,0.19458250083206213,0.19458250083206216,0.20536753978486394,0.22478953889213427,0.4902735466297749,0.9009588226549724,0.04920725465617403,0.8207556484099313,0.17997199393068902,0.7869325121196843,0.15137934721592894
2024-09-14,0.06217179331939408,0.06217179331939409,0.06589260979422423,0.09830069051699973,0.4023600748684021,0.6731455329270106,0.04491680208737952,0.9556786045100614,0.05311673424523374,0.9069933811566079,0.18659315985009212
2024-09-15,0.38080472979930996,0.38080472979931,0.5001482358199083,0.6336976575489321,0.48288284164535616,0.8280437044745058,0.08790563488491629,0.6367529338990223,0.48476480258021526,0.3743196111818465,0.20048104647673576
2024-09-16,0.04144329917188651,0.041443299171886515,0.04208589481187426,0.05215669407764518,0.5719056389820256,0.5090679351865617,0.06356110909567593,0.9843988558750199,0.016976951386217725,0.9793262700952439,0.23288228755955057
2024-09-17,0.49488669680241054,0.4948866968024106,0.5197385963546829,0.696610068666534,0.11240670124194785,0.7516352014270848,0.015294301528258926,0.5207121140403917,0.5077638586022838,0.29044507109480383,0.2378350038654891
2024-09-18,0.8280015779612659,0.828001577961266,0.8586363233443796,0.8606126278804531,0.41441104414927,0.9849858778058571,0.02017240163279944,0.16823036529069954,0.862484938829151,0.12819348663622507,0.22399870958533558
2024-09-19,0.8216017548120899,0.8216017548120899,0.8448665077413774,0.8907071861271776,0.504804678067506,0.9478593726772707,0.07290435068248435,0.18514793395409787,0.8377759764108498,0.10843496706928119,0.2119407176393255
2024-09-20,0.8737317858839402,0.8737317858839403,0.8820291528806793,0.8887480607963093,0.34054860779798496,0.9319533224319904,0.02431997075946657,0.1326899553806685,0.8754616195927769,0.11141105770721789,0.19666715000270554
2024-09-21,0.8632772655422662,0.8632772655422662,0.8609046177918114,0.8652973588313208,0.42374343803283393,0.9854690055002229,0.03550245793737719,0.14945540720825495,0.8483516531799916,0.13936907337308468,0.19276584644701153
2024-09-22,0.7594272915867305,0.7594272915867306,0.8093649674437455,0.8481696270951424,0.4537843500823952,0.9895570090679352,0.021571148982601,0.25063940382808386,0.7985614961787157,0.157634320872972,0.2021438816128156
2024-09-23,0.7446330147503171,0.7446330147503171,0.777298148159283,0.8397917535964873,0.4110121393525127,0.9799687825182101,0.015003530181214161,0.26338858141815885,0.7669402588755564,0.16180216197920722,0.21234054787243992
2024-09-24,0.581186137576554,0.581186137576554,0.6408288195970987,0.7686079459740527,0.43209676086529714,0.9919354838709679,0.011746514252235205,0.43358304275437143,0.626012645900447,0.23703835117326627,0.190565043868038
2024-09-25,0.5092528987157354,0.5092528987157355,0.5551522530730324,0.6365096259396444,0.4303693327482602,0.9865839155641444,0.023764595979242752,0.49975412993966994,0.5412819771500754,0.36505471489140257,0.17837781509040648
2024-09-26,0.10557088058159357,0.10557088058159358,0.13178637907210816,0.15199351209314169,0.47786698777131503,0.9686710272038056,0.015943102996351245,0.9141000154084727,0.1066149988321924,0.866485289338267,0.22003385145588228
2024-09-27,0.3124912745013933,0.3124912745013933,0.4949103180836731,0.6708215804215855,0.47763268783163815,0.8839378623457708,0.035603843529923754,0.702650866978424,0.49020739782385825,0.32987254961472473,0.251138355506499
2024-09-28,0.3837986311954201,0.3837986311954201,0.45978448259391114,0.5623878578566369,0.3196872119535895,0.8988404935335215,0.0054764348816060925,0.6303865341942307,0.4458624568457719,0.4451729411303372,0.27892746330504964
2024-09-29,0.43738222699339097,0.437382226993391,0.4773111944900142,0.6829214411198914,0.41126479094175233,0.9926044299093207,0.00801264235831269,0.5787096299700667,0.4604329617354163,0.32059130351645704,0.3019727625106571
2024-09-30,0.18845575753862587,0.1884557575386259,0.262854142997029,0.3943856495717168,0.4451438344811991,0.9708636836628511,0.0063015532209468655,0.8298837186259237,0.2578960205817375,0.6031993511565791,0.3355969802917029
2024-10-01,0.3767106280735975,0.3767106280735975,0.4052883712561629,0.5274805223706538,0.4268432320355676,0.9777389623903673,0.005631754112292939,0.6360336352526187,0.3867565925840601,0.4832505950875887,0.3570384014564607
2024-10-02,0.2612455795198352,0.26124557951983524,0.2693548664162778,0.29739863180486636,0.4548074545455217,0.9758436152817006,0.009548047719120366,0.7520485616991596,0.25001315589776635,0.7094157479220886,0.3622713784203717
2024-10-03,0.1427800719061885,0.1427800719061885,0.16055244920828157,0.18506240758691375,0.4365380182633718,0.9692656459045638,0.021380843733433547,0.879699114393008,0.13655266682802714,0.8239431516662933,0.39891288626924576
2024-10-04,0.08224326810729639,0.08224326810729642,0.09033449539593955,0.1091436262520569,0.4875131526747028,0.9627620038650215,0.017896546810637022,0.9358261352579825,0.06300881856598686,0.9071204269490197,0.4243679678754734
2024-10-05,0.17167325559644492,0.17167325559644495,0.22359251249628623,0.2874800088160212,0.43784130179008207,0.9473762449829046,0.011103908067897957,0.8371221336249376,0.21172455787300504,0.71635998882296,0.4601985880669386
2024-10-06,0.28428987749885926,0.28428987749885926,0.3921171744231646,0.5651587418767426,0.4247924879315492,0.9496060651107477,0.007466040461654457,0.7327300223998138,0.39035579614810156,0.4285058120841846,0.4798477320807139
2024-10-07,0.3806206350989632,0.3806206350989632,0.4899179626550498,0.7001969909978153,0.5477958956957629,0.943920023784748,0.03904412529806135,0.6240720961119476,0.486721375088192,0.2909659500199871,0.5062072540559656
2024-10-08,0.352015438239419,0.35201543823941905,0.4414238815388898,0.577526763685696,0.3052128229725527,0.9044522075219266,0.0038922963033284474,0.6502567306751925,0.4377653861375599,0.41580603397702887,0.5120374073063337
2024-10-09,0.670341628286183,0.670341628286183,0.7967492744687046,0.8562439898059405,0.4690232329246734,0.9786680541103018,0.055103190138519144,0.3338910816728358,0.7923944284933635,0.13809810678827683,0.4929973764794133
2024-10-10,0.15864405593565412,0.15864405593565414,0.18974321868162633,0.2065979787345586,0.43223318534063904,0.9614241117883157,0.014423540076484168,0.8513311006906685,0.1737468965234126,0.7981402067648602,0.5082697459936538
2024-10-11,0.31100280192578905,0.3110028019257891,0.36019398361402466,0.48934395535498393,0.46039953966890984,0.9426936227144344,0.035011357341901896,0.7002121765547586,0.346272667355074,0.5180154094603051,0.5020201410453875
2024-10-12,0.46867186206947264,0.46867186206947276,0.5549134255093761,0.6251940487577328,0.48550992246797203,0.9084658837520441,0.03836801031618753,0.5335302580290884,0.5489818953483945,0.37151520909730307,0.498153463476067
2024-10-13,0.38638607453866897,0.38638607453866897,0.48356037138811964,0.5171088586034309,0.33931525038426397,0.8616768247361379,0.007919275965176595,0.6231016108576626,0.47824770030058483,0.4822376907552193,0.48815387797125875
2024-10-14,0.12395890939774812,0.12395890939774815,0.15878451837655275,0.24767678583273953,0.5127721943821487,0.9437342054407611,0.025297710140218865,0.8935619730149329,0.13447687712278153,0.7701188161296201,0.48501131343982606
2024-10-15,0.14736268445273706,0.1473626844527371,0.17740886484508103,0.24156206200744226,0.4764399888139313,0.8377805856994203,0.03507575211611522,0.8649277379339554,0.15943726236703698,0.7634990436530268,0.49655498586486735
2024-10-16,0.5898571841536959,0.5898571841536959,0.6752587048538584,0.7282179012306053,0.3591943056307976,0.8394529507953025,0.026118818879854403,0.41286555648470263,0.668303178184175,0.2684768931669561,0.4676403420413766
2024-10-17,0.6130958700231695,0.6130958700231696,0.701406524989412,0.7606202028112837,0.3953813855105183,0.930355284673703,0.026588695729521567,0.384326123418215,0.700163548043838,0.23222138636352854,0.4607403900253506
2024-10-18,0.2792778784964673,0.2792778784964673,0.4368462436481501,0.6240210899769115,0.4874275116434097,0.9183885833209454,0.03862408204473064,0.7253349063378538,0.4303925074839359,0.37488138019783424,0.48892506341885456
2024-10-19,0.28308700289073524,0.2830870028907353,0.3874866519497971,0.44732405939259323,0.43334435662781684,0.8709305782666864,0.038378637262774705,0.721738981200403,0.3797380310047246,0.5549860828100119,0.5160719313730958
2024-10-20,0.08764986281718687,0.08764986281718688,0.11415287191418888,0.1569387008351682,0.4048178248095634,0.8225434814924929,0.029020126034983572,0.9254657276624504,0.089842258802963,0.8631445460817129,0.5561795315984431
2024-10-21,0.18664495236829207,0.18664495236829212,0.25746631245841267,0.3857771044505928,0.3336006099919564,0.889586740002973,0.0,0.8196579853894366,0.25766393132347337,0.5967316526544056,0.5900859878948065
2024-10-22,0.22682430868815737,0.22682430868815742,0.30435617984140484,0.33961590393104674,0.4306849494799654,0.9810836925821318,0.014890492631629464,0.7815126307002698,0.2874534109900163,0.6728281064511593,0.6169435835708783
2024-10-23,0.055664401064093365,0.05566440106409337,0.06722085474816314,0.07050694261668924,0.4215223083548574,0.9746543778801843,0.0010678347846551778,0.9428505033601214,0.05690524922599771,0.9309010770967923,0.6513184826109416
2024-10-24,0.018547907000992292,0.018547907000992295,0.01839565185307437,0.01889761218493958,0.45599139961544854,0.9411327486249442,0.004092610478075878,0.9854475563330398,0.005275213982250444,0.9887988037546322,0.6792380559165971
2024-10-25,0.04098529319771429,0.040985293197714295,0.047193987974671926,0.045540484153629865,0.6004174051052286,0.8865764828303849,0.04234645271844604,0.9588335324948838,0.03331072126763551,0.9536258410840723,0.702463504767513
2024-10-26,0.038207818126380376,0.03820781812638038,0.04185564072848923,0.04150471507347041,0.3842805359715271,0.6685744016649323,0.006644193111546895,0.9667364292434818,0.021966115978208134,0.9675580313720632,0.7051264522454792
2024-10-27,0.053001977861654975,0.05300197786165498,0.06876896657121216,0.08971996293847402,0.35089345375038894,0.8367771666418908,0.009178998735724975,0.9459185657384387,0.06183218049093902,0.9082296498159232,0.7174336946597175
2024-10-28,0.0633461303799864,0.06334613037998642,0.07326408863301082,0.07437726151271798,0.4329283331697681,0.92414895198454,0.0034322474950440342,0.9386342006287908,0.05601590111870827,0.9358802787138765,0.7330283616614222
2024-10-29,0.11366369344533166,0.11366369344533168,0.1456805751003911,0.17299010765388986,0.4236617520984294,0.9577820722461722,0.0064965614592422585,0.8855576403733414,0.1334975358923142,0.8292866737154235,0.7485522181685095
2024-10-30,0.061365950122456166,0.06136595012245617,0.07663959392333633,0.09554410043416765,0.49086475451267325,0.9140404340716516,0.01565662764899066,0.9373275210971926,0.06761202842396663,0.9084966447728899,0.7539879456804712
2024-10-31,0.018372384104007548,0.01837238410400755,0.0173440641740616,0.013284888012992931,0.45860297645826137,0.8105396164709381,0.008770607439432396,0.9962564435773958,0.009045011311128252,0.9988203587703212,0.7722121055166864
2024-11-01,0.03608975127788375,0.03608975127788375,0.04198323692619417,0.047416584818897094,0.5330373198196287,0.7851568306823249,0.0462426380320149,0.9735578515522769,0.021881723785932103,0.9682062675145695,0.783418560550067
2024-11-02,0.04976319456403398,0.049763194564034,0.06624083369732232,0.07674937036062235,0.35504994417248903,0.6867474357068529,0.012630058187280774,0.9531892627465204,0.050177197958047884,0.9283847274836092,0.7871365267060969
2024-11-03,0.4654412290111139,0.46544122901111395,0.5275728632608414,0.6464276497814183,0.3409895747337442,0.8280437044745058,0.024027269980984697,0.5251563100926522,0.5321047840741623,0.33720974646820157,0.7663601839516542
2024-11-04,0.1078076411444032,0.10780764114440322,0.1389534851986531,0.1836428569900135,0.3464907453633213,0.8299018879143749,0.012524904173958623,0.892524609074322,0.12615964992251597,0.8191558916026427,0.769163070233639
2024-11-05,0.019815597089455877,0.01981559708945588,0.022325198498437192,0.024213587371691582,1.0,0.38137356919875137,0.3777269178311074,0.9869548733332792,0.006683960377358946,0.989091143508933,0.7820246498190502
2024-11-06,0.038417546266015894,0.0384175462660159,0.04819407198211673,0.05153871666976939,0.4252200075378873,0.029210643674743565,0.30682267908579375,0.967799745097236,0.028085605052439608,0.9564570931863526,0.7994142971996975
2024-11-07,0.019098610236658355,0.019098610236658358,0.01968064595708155,0.017366106678136053,0.4400449763071239,0.033967593280808686,0.4261408143982374,0.9858442921524344,0.00434399462654967,0.9906647268701021,0.8163921265266314
2024-11-08,0.005557046253052798,0.005557046253052797,0.0035233218690092307,0.0,0.4518874856146535,0.010145681581685747,0.5801134978998665,1.0,0.012301997062172111,1.0,0.8500914790256486
2024-11-09,0.02311579993439057,0.023115799934390575,0.02961734940829526,0.03898042286944371,0.4435148619093742,0.0295822803627174,0.6609413451787962,0.9758711460249534,0.01585469789238299,0.9687388404451581,0.8563921286228701
2024-11-10,0.0254064153109458,0.0254064153109458,0.031890115997435846,0.041261546954942,0.47397580524849797,0.03307566522967147,0.3248029903534307,0.9730865395766097,0.020620594053540813,0.9604815957869194,0.8701972122877335
2024-11-11,0.026058750624998052,0.026058750624998055,0.03288925298351173,0.04501939738643488,0.45834009435173667,0.032964174223279324,0.3681432208514499,0.9720516157642798,0.021400107705356945,0.9574556512111587,0.8923826018029772
2024-11-12,0.011876385789514497,0.011876385789514497,0.01264559658117459,0.011675151017159146,0.4347930295161498,0.03831574253010258,0.4017991827561526,0.9850616298167403,0.002207105964139343,0.9927106276320109,0.9106946494784326
2024-11-13,0.013718175921181379,0.013718175921181382,0.01893912094207073,0.02995726797494709,0.4344262074633944,0.04563698528318716,0.73672023215522,0.9846632693596543,0.01173647009800381,0.9730603386024439,0.9153035874676554
2024-11-14,0.022838785480386228,0.022838785480386228,0.02452934110551121,0.02745608572938666,0.4322944102404736,0.044745057232049947,0.42092869654983145,0.9795719431112524,0.008394290171434442,0.9841721714696218,0.9211035931062856
2024-11-15,0.047881672015963786,0.04788167201596379,0.06843456226195183,0.10046335466724869,0.43624850517113095,0.03902185223725286,0.6687975528538725,0.9528464254278881,0.05534841524699559,0.9027137333169352,0.948421956732074
2024-11-16,0.05409440267563923,0.054094402675639246,0.07276464723672282,0.08478273429325255,0.3392507559376683,0.041771963728259254,0.7523829043511348,0.9419884515706303,0.06316744560074798,0.9166748290270752,0.9766348493308196
2024-11-17,0.2125352647152043,0.21253526471520431,0.35526851512072843,0.48682325803338533,0.43693584827573334,0.23071205589415789,0.5750372391572623,0.7760935343262628,0.3622132853214027,0.49353132310456493,0.9792027970791302
2024-11-18,0.026996074980608634,0.02699607498060864,0.030786167225833494,0.04149127706058447,0.3929359754716492,0.03181210049056043,0.41644982294225724,0.9726513572877358,0.016576630861976655,0.9667069486138257,0.9918967940749489
2024-11-19,0.03148936277846153,0.03148936277846153,0.03559766879583993,0.03938861320990903,0.4147424812685293,0.03515683068232496,0.5628488097375148,0.9646833220829464,0.025360189438297927,0.9568878249806534,0.9938808653014065
2024-11-20,0.12278850693542033,0.12278850693542036,0.18191533293000672,0.22024021517939105,0.3889609976294204,0.08254050839898915,0.4426141794187639,0.866272290906641,0.1848238045525912,0.7676148767991375,0.9962391461619393
2024-11-21,0.13779124721916997,0.13779124721917,0.26065009349421364,0.407218267138281,0.3486683162408987,0.09647688419800803,0.5585887306401716,0.8558505065431427,0.2635156476003117,0.580874482707003,1.0
2024-11-22,0.25341524885877326,0.25341524885877326,0.4325210971415008,0.6768477160727621,0.47863628048344786,0.2307492195629552,0.8328339849209204,0.7385520183487947,0.4356497823595593,0.3095873430480087,0.9896642628975726
2024-11-23,0.30644377354859986,0.30644377354859986,0.47980350021752965,0.5936659883465895,0.33188931867022464,0.2641965214806006,0.5005047498155245,0.6854057445728353,0.4850129001855463,0.39647538109520514,0.974484741199614
2024-11-24,0.2401030977162397,0.2401030977162397,0.3568114047825333,0.39852823801545373,0.32320867201926623,0.3537609632822952,0.3081619004610241,0.748553341543949,0.36153311235595154,0.5898907529198097,0.9638463814907957
